#             eta             phi           depth             det    value      DetId
               15              65               1              HB  1.19866   420067C1
               15              65               2              HB  1.19866   4200A7C1
               15              66               1              HB  1.19866   420067C2
               15              66               2              HB  1.19866   4200A7C2
               15              67               1              HB  1.19866   420067C3
               15              67               2              HB  1.19866   4200A7C3
               15              68               1              HB  1.19866   420067C4
               15              68               2              HB  1.19866   4200A7C4
               15              69               1              HB  1.19866   420067C5
               15              69               2              HB  1.19866   4200A7C5
               15              70               1              HB  1.19866   420067C6
               15              70               2              HB  1.19866   4200A7C6
               15              71               1              HB  1.19866   420067C7
               15              71               2              HB  1.19866   4200A7C7
               15              72               1              HB  1.19866   420067C8
               15              72               2              HB  1.19866   4200A7C8
              -16               1               1              HB  1.18042   42004801
              -16               1               2              HB  1.18042   42008801
              -16               2               1              HB  1.18042   42004802
              -16               2               2              HB  1.18042   42008802
              -16               3               1              HB  1.18042   42004803
              -16               3               2              HB  1.18042   42008803
              -16               4               1              HB  1.18042   42004804
              -16               4               2              HB  1.18042   42008804
              -16               5               1              HB  1.18042   42004805
              -16               5               2              HB  1.18042   42008805
              -16               6               1              HB  1.18042   42004806
              -16               6               2              HB  1.18042   42008806
              -16               7               1              HB  1.18042   42004807
              -16               7               2              HB  1.18042   42008807
              -16               8               1              HB  1.18042   42004808
              -16               8               2              HB  1.18042   42008808
              -16               9               1              HB  1.18042   42004809
              -16               9               2              HB  1.18042   42008809
              -16              10               1              HB  1.18042   4200480A
              -16              10               2              HB  1.18042   4200880A
              -16              11               1              HB  1.18042   4200480B
              -16              11               2              HB  1.18042   4200880B
              -16              12               1              HB  1.18042   4200480C
              -16              12               2              HB  1.18042   4200880C
              -16              13               1              HB  1.18042   4200480D
              -16              13               2              HB  1.18042   4200880D
              -16              14               1              HB  1.18042   4200480E
              -16              14               2              HB  1.18042   4200880E
              -16              15               1              HB  1.18042   4200480F
              -16              15               2              HB  1.18042   4200880F
              -16              16               1              HB  1.18042   42004810
              -16              16               2              HB  1.18042   42008810
              -16              17               1              HB  1.18042   42004811
              -16              17               2              HB  1.18042   42008811
              -16              18               1              HB  1.18042   42004812
              -16              18               2              HB  1.18042   42008812
              -16              19               1              HB  1.18042   42004813
              -16              19               2              HB  1.18042   42008813
              -16              20               1              HB  1.18042   42004814
              -16              20               2              HB  1.18042   42008814
              -16              21               1              HB  1.18042   42004815
              -16              21               2              HB  1.18042   42008815
              -16              22               1              HB  1.18042   42004816
              -16              22               2              HB  1.18042   42008816
              -16              23               1              HB  1.18042   42004817
              -16              23               2              HB  1.18042   42008817
              -16              24               1              HB  1.18042   42004818
              -16              24               2              HB  1.18042   42008818
              -16              25               1              HB  1.18042   42004819
              -16              25               2              HB  1.18042   42008819
              -16              26               1              HB  1.18042   4200481A
              -16              26               2              HB  1.18042   4200881A
              -16              27               1              HB  1.18042   4200481B
              -16              27               2              HB  1.18042   4200881B
              -16              28               1              HB  1.18042   4200481C
              -16              28               2              HB  1.18042   4200881C
              -16              29               1              HB  1.18042   4200481D
              -16              29               2              HB  1.18042   4200881D
              -16              30               1              HB  1.18042   4200481E
              -16              30               2              HB  1.18042   4200881E
              -16              31               1              HB  1.18042   4200481F
              -16              31               2              HB  1.18042   4200881F
              -16              32               1              HB  1.18042   42004820
              -16              32               2              HB  1.18042   42008820
              -16              33               1              HB  1.18042   42004821
              -16              33               2              HB  1.18042   42008821
              -16              34               1              HB  1.18042   42004822
              -16              34               2              HB  1.18042   42008822
              -16              35               1              HB  1.18042   42004823
              -16              35               2              HB  1.18042   42008823
              -16              36               1              HB  1.18042   42004824
              -16              36               2              HB  1.18042   42008824
              -16              37               1              HB  1.18042   42004825
              -16              37               2              HB  1.18042   42008825
              -16              38               1              HB  1.18042   42004826
              -16              38               2              HB  1.18042   42008826
              -16              39               1              HB  1.18042   42004827
              -16              39               2              HB  1.18042   42008827
              -16              40               1              HB  1.18042   42004828
              -16              40               2              HB  1.18042   42008828
              -16              41               1              HB  1.18042   42004829
              -16              41               2              HB  1.18042   42008829
              -16              42               1              HB  1.18042   4200482A
              -16              42               2              HB  1.18042   4200882A
              -16              43               1              HB  1.18042   4200482B
              -16              43               2              HB  1.18042   4200882B
              -16              44               1              HB  1.18042   4200482C
              -16              44               2              HB  1.18042   4200882C
              -16              45               1              HB  1.18042   4200482D
              -16              45               2              HB  1.18042   4200882D
              -16              46               1              HB  1.18042   4200482E
              -16              46               2              HB  1.18042   4200882E
              -16              47               1              HB  1.18042   4200482F
              -16              47               2              HB  1.18042   4200882F
              -16              48               1              HB  1.18042   42004830
              -16              48               2              HB  1.18042   42008830
              -16              49               1              HB  1.18042   42004831
              -16              49               2              HB  1.18042   42008831
              -16              50               1              HB  1.18042   42004832
              -16              50               2              HB  1.18042   42008832
              -16              51               1              HB  1.18042   42004833
              -16              51               2              HB  1.18042   42008833
              -16              52               1              HB  1.18042   42004834
              -16              52               2              HB  1.18042   42008834
              -16              53               1              HB  1.18042   42004835
              -16              53               2              HB  1.18042   42008835
              -16              54               1              HB  1.18042   42004836
              -16              54               2              HB  1.18042   42008836
              -16              55               1              HB  1.18042   42004837
              -16              55               2              HB  1.18042   42008837
              -16              56               1              HB  1.18042   42004838
              -16              56               2              HB  1.18042   42008838
              -16              57               1              HB  1.18042   42004839
              -16              57               2              HB  1.18042   42008839
              -16              58               1              HB  1.18042   4200483A
              -16              58               2              HB  1.18042   4200883A
              -16              59               1              HB  1.18042   4200483B
              -16              59               2              HB  1.18042   4200883B
              -16              60               1              HB  1.18042   4200483C
              -16              60               2              HB  1.18042   4200883C
              -16              61               1              HB  1.18042   4200483D
              -16              61               2              HB  1.18042   4200883D
              -16              62               1              HB  1.18042   4200483E
              -16              62               2              HB  1.18042   4200883E
              -16              63               1              HB  1.18042   4200483F
              -16              63               2              HB  1.18042   4200883F
              -16              64               1              HB  1.18042   42004840
              -16              64               2              HB  1.18042   42008840
              -16              65               1              HB  1.18042   42004841
              -16              65               2              HB  1.18042   42008841
              -16              66               1              HB  1.18042   42004842
              -16              66               2              HB  1.18042   42008842
              -16              67               1              HB  1.18042   42004843
              -16              67               2              HB  1.18042   42008843
              -16              68               1              HB  1.18042   42004844
              -16              68               2              HB  1.18042   42008844
              -16              69               1              HB  1.18042   42004845
              -16              69               2              HB  1.18042   42008845
              -16              70               1              HB  1.18042   42004846
              -16              70               2              HB  1.18042   42008846
              -16              71               1              HB  1.18042   42004847
              -16              71               2              HB  1.18042   42008847
              -16              72               1              HB  1.18042   42004848
              -16              72               2              HB  1.18042   42008848
               16               1               1              HB  1.18197   42006801
               16               1               2              HB  1.18197   4200A801
               16               2               1              HB  1.18197   42006802
               16               2               2              HB  1.18197   4200A802
               16               3               1              HB  1.18197   42006803
               16               3               2              HB  1.18197   4200A803
               16               4               1              HB  1.18197   42006804
               16               4               2              HB  1.18197   4200A804
               16               5               1              HB  1.18197   42006805
               16               5               2              HB  1.18197   4200A805
               16               6               1              HB  1.18197   42006806
               16               6               2              HB  1.18197   4200A806
               16               7               1              HB  1.18197   42006807
               16               7               2              HB  1.18197   4200A807
               16               8               1              HB  1.18197   42006808
               16               8               2              HB  1.18197   4200A808
               16               9               1              HB  1.18197   42006809
               16               9               2              HB  1.18197   4200A809
               16              10               1              HB  1.18197   4200680A
               16              10               2              HB  1.18197   4200A80A
               16              11               1              HB  1.18197   4200680B
               16              11               2              HB  1.18197   4200A80B
               16              12               1              HB  1.18197   4200680C
               16              12               2              HB  1.18197   4200A80C
               16              13               1              HB  1.18197   4200680D
               16              13               2              HB  1.18197   4200A80D
               16              14               1              HB  1.18197   4200680E
               16              14               2              HB  1.18197   4200A80E
               16              15               1              HB  1.18197   4200680F
               16              15               2              HB  1.18197   4200A80F
               16              16               1              HB  1.18197   42006810
               16              16               2              HB  1.18197   4200A810
               16              17               1              HB  1.18197   42006811
               16              17               2              HB  1.18197   4200A811
               16              18               1              HB  1.18197   42006812
               16              18               2              HB  1.18197   4200A812
               16              19               1              HB  1.18197   42006813
               16              19               2              HB  1.18197   4200A813
               16              20               1              HB  1.18197   42006814
               16              20               2              HB  1.18197   4200A814
               16              21               1              HB  1.18197   42006815
               16              21               2              HB  1.18197   4200A815
               16              22               1              HB  1.18197   42006816
               16              22               2              HB  1.18197   4200A816
               16              23               1              HB  1.18197   42006817
               16              23               2              HB  1.18197   4200A817
               16              24               1              HB  1.18197   42006818
               16              24               2              HB  1.18197   4200A818
               16              25               1              HB  1.18197   42006819
               16              25               2              HB  1.18197   4200A819
               16              26               1              HB  1.18197   4200681A
               16              26               2              HB  1.18197   4200A81A
               16              27               1              HB  1.18197   4200681B
               16              27               2              HB  1.18197   4200A81B
               16              28               1              HB  1.18197   4200681C
               16              28               2              HB  1.18197   4200A81C
               16              29               1              HB  1.18197   4200681D
               16              29               2              HB  1.18197   4200A81D
               16              30               1              HB  1.18197   4200681E
               16              30               2              HB  1.18197   4200A81E
               16              31               1              HB  1.18197   4200681F
               16              31               2              HB  1.18197   4200A81F
               16              32               1              HB  1.18197   42006820
               16              32               2              HB  1.18197   4200A820
               16              33               1              HB  1.18197   42006821
               16              33               2              HB  1.18197   4200A821
               16              34               1              HB  1.18197   42006822
               16              34               2              HB  1.18197   4200A822
               16              35               1              HB  1.18197   42006823
               16              35               2              HB  1.18197   4200A823
               16              36               1              HB  1.18197   42006824
               16              36               2              HB  1.18197   4200A824
               16              37               1              HB  1.18197   42006825
               16              37               2              HB  1.18197   4200A825
               16              38               1              HB  1.18197   42006826
               16              38               2              HB  1.18197   4200A826
               16              39               1              HB  1.18197   42006827
               16              39               2              HB  1.18197   4200A827
               16              40               1              HB  1.18197   42006828
               16              40               2              HB  1.18197   4200A828
               16              41               1              HB  1.18197   42006829
               16              41               2              HB  1.18197   4200A829
               16              42               1              HB  1.18197   4200682A
               16              42               2              HB  1.18197   4200A82A
               16              43               1              HB  1.18197   4200682B
               16              43               2              HB  1.18197   4200A82B
               16              44               1              HB  1.18197   4200682C
               16              44               2              HB  1.18197   4200A82C
               16              45               1              HB  1.18197   4200682D
               16              45               2              HB  1.18197   4200A82D
               16              46               1              HB  1.18197   4200682E
               16              46               2              HB  1.18197   4200A82E
               16              47               1              HB  1.18197   4200682F
               16              47               2              HB  1.18197   4200A82F
               16              48               1              HB  1.18197   42006830
               16              48               2              HB  1.18197   4200A830
               16              49               1              HB  1.18197   42006831
               16              49               2              HB  1.18197   4200A831
               16              50               1              HB  1.18197   42006832
               16              50               2              HB  1.18197   4200A832
               16              51               1              HB  1.18197   42006833
               16              51               2              HB  1.18197   4200A833
               16              52               1              HB  1.18197   42006834
               16              52               2              HB  1.18197   4200A834
               16              53               1              HB  1.18197   42006835
               16              53               2              HB  1.18197   4200A835
               16              54               1              HB  1.18197   42006836
               16              54               2              HB  1.18197   4200A836
               16              55               1              HB  1.18197   42006837
               16              55               2              HB  1.18197   4200A837
               16              56               1              HB  1.18197   42006838
               16              56               2              HB  1.18197   4200A838
               16              57               1              HB  1.18197   42006839
               16              57               2              HB  1.18197   4200A839
               16              58               1              HB  1.18197   4200683A
               16              58               2              HB  1.18197   4200A83A
               16              59               1              HB  1.18197   4200683B
               16              59               2              HB  1.18197   4200A83B
               16              60               1              HB  1.18197   4200683C
               16              60               2              HB  1.18197   4200A83C
               16              61               1              HB  1.18197   4200683D
               16              61               2              HB  1.18197   4200A83D
               16              62               1              HB  1.18197   4200683E
               16              62               2              HB  1.18197   4200A83E
               16              63               1              HB  1.18197   4200683F
               16              63               2              HB  1.18197   4200A83F
               16              64               1              HB  1.18197   42006840
               16              64               2              HB  1.18197   4200A840
               16              65               1              HB  1.18197   42006841
               16              65               2              HB  1.18197   4200A841
               16              66               1              HB  1.18197   42006842
               16              66               2              HB  1.18197   4200A842
               16              67               1              HB  1.18197   42006843
               16              67               2              HB  1.18197   4200A843
               16              68               1              HB  1.18197   42006844
               16              68               2              HB  1.18197   4200A844
               16              69               1              HB  1.18197   42006845
               16              69               2              HB  1.18197   4200A845
               16              70               1              HB  1.18197   42006846
               16              70               2              HB  1.18197   4200A846
               16              71               1              HB  1.18197   42006847
               16              71               2              HB  1.18197   4200A847
               16              72               1              HB  1.18197   42006848
               16              72               2              HB  1.18197   4200A848
              -16               1               3              HE  1.18042   4400C801
              -16               2               3              HE  1.18042   4400C802
              -16               3               3              HE  1.18042   4400C803
              -16               4               3              HE  1.18042   4400C804
              -16               5               3              HE  1.18042   4400C805
              -16               6               3              HE  1.18042   4400C806
              -16               7               3              HE  1.18042   4400C807
              -16               8               3              HE  1.18042   4400C808
              -16               9               3              HE  1.18042   4400C809
              -16              10               3              HE  1.18042   4400C80A
              -16              11               3              HE  1.18042   4400C80B
              -16              12               3              HE  1.18042   4400C80C
              -16              13               3              HE  1.18042   4400C80D
              -16              14               3              HE  1.18042   4400C80E
              -16              15               3              HE  1.18042   4400C80F
              -16              16               3              HE  1.18042   4400C810
              -16              17               3              HE  1.18042   4400C811
              -16              18               3              HE  1.18042   4400C812
              -16              19               3              HE  1.18042   4400C813
              -16              20               3              HE  1.18042   4400C814
              -16              21               3              HE  1.18042   4400C815
              -16              22               3              HE  1.18042   4400C816
              -16              23               3              HE  1.18042   4400C817
              -16              24               3              HE  1.18042   4400C818
              -16              25               3              HE  1.18042   4400C819
              -16              26               3              HE  1.18042   4400C81A
              -16              27               3              HE  1.18042   4400C81B
              -16              28               3              HE  1.18042   4400C81C
              -16              29               3              HE  1.18042   4400C81D
              -16              30               3              HE  1.18042   4400C81E
              -16              31               3              HE  1.18042   4400C81F
              -16              32               3              HE  1.18042   4400C820
              -16              33               3              HE  1.18042   4400C821
              -16              34               3              HE  1.18042   4400C822
              -16              35               3              HE  1.18042   4400C823
              -16              36               3              HE  1.18042   4400C824
              -16              37               3              HE  1.18042   4400C825
              -16              38               3              HE  1.18042   4400C826
              -16              39               3              HE  1.18042   4400C827
              -16              40               3              HE  1.18042   4400C828
              -16              41               3              HE  1.18042   4400C829
              -16              42               3              HE  1.18042   4400C82A
              -16              43               3              HE  1.18042   4400C82B
              -16              44               3              HE  1.18042   4400C82C
              -16              45               3              HE  1.18042   4400C82D
              -16              46               3              HE  1.18042   4400C82E
              -16              47               3              HE  1.18042   4400C82F
              -16              48               3              HE  1.18042   4400C830
              -16              49               3              HE  1.18042   4400C831
              -16              50               3              HE  1.18042   4400C832
              -16              51               3              HE  1.18042   4400C833
              -16              52               3              HE  1.18042   4400C834
              -16              53               3              HE  1.18042   4400C835
              -16              54               3              HE  1.18042   4400C836
              -16              55               3              HE  1.18042   4400C837
              -16              56               3              HE  1.18042   4400C838
              -16              57               3              HE  1.18042   4400C839
              -16              58               3              HE  1.18042   4400C83A
              -16              59               3              HE  1.18042   4400C83B
              -16              60               3              HE  1.18042   4400C83C
              -16              61               3              HE  1.18042   4400C83D
              -16              62               3              HE  1.18042   4400C83E
              -16              63               3              HE  1.18042   4400C83F
              -16              64               3              HE  1.18042   4400C840
              -16              65               3              HE  1.18042   4400C841
              -16              66               3              HE  1.18042   4400C842
              -16              67               3              HE  1.18042   4400C843
              -16              68               3              HE  1.18042   4400C844
              -16              69               3              HE  1.18042   4400C845
              -16              70               3              HE  1.18042   4400C846
              -16              71               3              HE  1.18042   4400C847
              -16              72               3              HE  1.18042   4400C848
               16               1               3              HE  1.18197   4400E801
               16               2               3              HE  1.18197   4400E802
               16               3               3              HE  1.18197   4400E803
               16               4               3              HE  1.18197   4400E804
               16               5               3              HE  1.18197   4400E805
               16               6               3              HE  1.18197   4400E806
               16               7               3              HE  1.18197   4400E807
               16               8               3              HE  1.18197   4400E808
               16               9               3              HE  1.18197   4400E809
               16              10               3              HE  1.18197   4400E80A
               16              11               3              HE  1.18197   4400E80B
               16              12               3              HE  1.18197   4400E80C
               16              13               3              HE  1.18197   4400E80D
               16              14               3              HE  1.18197   4400E80E
               16              15               3              HE  1.18197   4400E80F
               16              16               3              HE  1.18197   4400E810
               16              17               3              HE  1.18197   4400E811
               16              18               3              HE  1.18197   4400E812
               16              19               3              HE  1.18197   4400E813
               16              20               3              HE  1.18197   4400E814
               16              21               3              HE  1.18197   4400E815
               16              22               3              HE  1.18197   4400E816
               16              23               3              HE  1.18197   4400E817
               16              24               3              HE  1.18197   4400E818
               16              25               3              HE  1.18197   4400E819
               16              26               3              HE  1.18197   4400E81A
               16              27               3              HE  1.18197   4400E81B
               16              28               3              HE  1.18197   4400E81C
               16              29               3              HE  1.18197   4400E81D
               16              30               3              HE  1.18197   4400E81E
               16              31               3              HE  1.18197   4400E81F
               16              32               3              HE  1.18197   4400E820
               16              33               3              HE  1.18197   4400E821
               16              34               3              HE  1.18197   4400E822
               16              35               3              HE  1.18197   4400E823
               16              36               3              HE  1.18197   4400E824
               16              37               3              HE  1.18197   4400E825
               16              38               3              HE  1.18197   4400E826
               16              39               3              HE  1.18197   4400E827
               16              40               3              HE  1.18197   4400E828
               16              41               3              HE  1.18197   4400E829
               16              42               3              HE  1.18197   4400E82A
               16              43               3              HE  1.18197   4400E82B
               16              44               3              HE  1.18197   4400E82C
               16              45               3              HE  1.18197   4400E82D
               16              46               3              HE  1.18197   4400E82E
               16              47               3              HE  1.18197   4400E82F
               16              48               3              HE  1.18197   4400E830
               16              49               3              HE  1.18197   4400E831
               16              50               3              HE  1.18197   4400E832
               16              51               3              HE  1.18197   4400E833
               16              52               3              HE  1.18197   4400E834
               16              53               3              HE  1.18197   4400E835
               16              54               3              HE  1.18197   4400E836
               16              55               3              HE  1.18197   4400E837
               16              56               3              HE  1.18197   4400E838
               16              57               3              HE  1.18197   4400E839
               16              58               3              HE  1.18197   4400E83A
               16              59               3              HE  1.18197   4400E83B
               16              60               3              HE  1.18197   4400E83C
               16              61               3              HE  1.18197   4400E83D
               16              62               3              HE  1.18197   4400E83E
               16              63               3              HE  1.18197   4400E83F
               16              64               3              HE  1.18197   4400E840
               16              65               3              HE  1.18197   4400E841
               16              66               3              HE  1.18197   4400E842
               16              67               3              HE  1.18197   4400E843
               16              68               3              HE  1.18197   4400E844
               16              69               3              HE  1.18197   4400E845
               16              70               3              HE  1.18197   4400E846
               16              71               3              HE  1.18197   4400E847
               16              72               3              HE  1.18197   4400E848
              -17               1               1              HE  1.16298   44004881
              -17               2               1              HE  1.16298   44004882
              -17               3               1              HE  1.16298   44004883
              -17               4               1              HE  1.16298   44004884
              -17               5               1              HE  1.16298   44004885
              -17               6               1              HE  1.16298   44004886
              -17               7               1              HE  1.16298   44004887
              -17               8               1              HE  1.16298   44004888
              -17               9               1              HE  1.16298   44004889
              -17              10               1              HE  1.16298   4400488A
              -17              11               1              HE  1.16298   4400488B
              -17              12               1              HE  1.16298   4400488C
              -17              13               1              HE  1.16298   4400488D
              -17              14               1              HE  1.16298   4400488E
              -17              15               1              HE  1.16298   4400488F
              -17              16               1              HE  1.16298   44004890
              -17              17               1              HE  1.16298   44004891
              -17              18               1              HE  1.16298   44004892
              -17              19               1              HE  1.16298   44004893
              -17              20               1              HE  1.16298   44004894
              -17              21               1              HE  1.16298   44004895
              -17              22               1              HE  1.16298   44004896
              -17              23               1              HE  1.16298   44004897
              -17              24               1              HE  1.16298   44004898
              -17              25               1              HE  1.16298   44004899
              -17              26               1              HE  1.16298   4400489A
              -17              27               1              HE  1.16298   4400489B
              -17              28               1              HE  1.16298   4400489C
              -17              29               1              HE  1.16298   4400489D
              -17              30               1              HE  1.16298   4400489E
              -17              31               1              HE  1.16298   4400489F
              -17              32               1              HE  1.16298   440048A0
              -17              33               1              HE  1.16298   440048A1
              -17              34               1              HE  1.16298   440048A2
              -17              35               1              HE  1.16298   440048A3
              -17              36               1              HE  1.16298   440048A4
              -17              37               1              HE  1.16298   440048A5
              -17              38               1              HE  1.16298   440048A6
              -17              39               1              HE  1.16298   440048A7
              -17              40               1              HE  1.16298   440048A8
              -17              41               1              HE  1.16298   440048A9
              -17              42               1              HE  1.16298   440048AA
              -17              43               1              HE  1.16298   440048AB
              -17              44               1              HE  1.16298   440048AC
              -17              45               1              HE  1.16298   440048AD
              -17              46               1              HE  1.16298   440048AE
              -17              47               1              HE  1.16298   440048AF
              -17              48               1              HE  1.16298   440048B0
              -17              49               1              HE  1.16298   440048B1
              -17              50               1              HE  1.16298   440048B2
              -17              51               1              HE  1.16298   440048B3
              -17              52               1              HE  1.16298   440048B4
              -17              53               1              HE  1.16298   440048B5
              -17              54               1              HE  1.16298   440048B6
              -17              55               1              HE  1.16298   440048B7
              -17              56               1              HE  1.16298   440048B8
              -17              57               1              HE  1.16298   440048B9
              -17              58               1              HE  1.16298   440048BA
              -17              59               1              HE  1.16298   440048BB
              -17              60               1              HE  1.16298   440048BC
              -17              61               1              HE  1.16298   440048BD
              -17              62               1              HE  1.16298   440048BE
              -17              63               1              HE  1.16298   440048BF
              -17              64               1              HE  1.16298   440048C0
              -17              65               1              HE  1.16298   440048C1
              -17              66               1              HE  1.16298   440048C2
              -17              67               1              HE  1.16298   440048C3
              -17              68               1              HE  1.16298   440048C4
              -17              69               1              HE  1.16298   440048C5
              -17              70               1              HE  1.16298   440048C6
              -17              71               1              HE  1.16298   440048C7
              -17              72               1              HE  1.16298   440048C8
               17               1               1              HE  1.16694   44006881
               17               2               1              HE  1.16694   44006882
               17               3               1              HE  1.16694   44006883
               17               4               1              HE  1.16694   44006884
