number, lhcFill, injectionScheme
315333, 6618, 25ns_987b_974_878_917_144bpi_13inj
315332, 6618, 25ns_987b_974_878_917_144bpi_13inj
315331, 6618, 25ns_987b_974_878_917_144bpi_13inj
315322, 6617, 25ns_987b_974_878_917_144bpi_13inj
315321, 6617, 25ns_987b_974_878_917_144bpi_13inj
315320, 6617, 25ns_987b_974_878_917_144bpi_13inj
315318, 6617, 25ns_987b_974_878_917_144bpi_13inj
315315, 6617, 25ns_987b_974_878_917_144bpi_13inj
315313, 6617, 25ns_987b_974_878_917_144bpi_13inj
315309, 6617, 25ns_987b_974_878_917_144bpi_13inj
315304, 6617, 25ns_987b_974_878_917_144bpi_13inj
315300, 6617, 25ns_987b_974_878_917_144bpi_13inj
315299, 6617, 25ns_987b_974_878_917_144bpi_13inj
315297, 6617, 25ns_987b_974_878_917_144bpi_13inj
315293, 6617, 25ns_987b_974_878_917_144bpi_13inj
315286, 6617, 25ns_987b_974_878_917_144bpi_13inj
315275, 6617, 25ns_987b_974_878_917_144bpi_13inj
315274, 6617, 25ns_987b_974_878_917_144bpi_13inj
315273, 6616, 25ns_987b_974_876_912_96bpi_17inj
315270, 6616, 25ns_987b_974_876_912_96bpi_17inj
315268, 6616, 25ns_987b_974_876_912_96bpi_17inj
315267, 6616, 25ns_987b_974_876_912_96bpi_17inj
315266, 6616, 25ns_987b_974_876_912_96bpi_17inj
315265, 6616, 25ns_987b_974_876_912_96bpi_17inj
315264, 6616, 25ns_987b_974_876_912_96bpi_17inj
315262, 6616, 25ns_987b_974_876_912_96bpi_17inj
315260, 6616, 25ns_987b_974_876_912_96bpi_17inj
315259, 6615, 25ns_603b_590_526_547_96bpi_13inj
315258, 6615, 25ns_603b_590_526_547_96bpi_13inj
315257, 6615, 25ns_603b_590_526_547_96bpi_13inj
315255, 6615, 25ns_603b_590_526_547_96bpi_13inj
315252, 6615, 25ns_603b_590_526_547_96bpi_13inj
315250, 6615, 25ns_603b_590_526_547_96bpi_13inj
315249, 6615, 25ns_603b_590_526_547_96bpi_13inj
315248, 6615, 25ns_603b_590_526_547_96bpi_13inj
315247, 6615, 25ns_603b_590_526_547_96bpi_13inj
315246, 6615, 25ns_603b_590_526_547_96bpi_13inj
315244, 6615, 25ns_603b_590_526_547_96bpi_13inj
315243, 6615, 25ns_603b_590_526_547_96bpi_13inj
315242, 6615, 25ns_603b_590_526_547_96bpi_13inj
315241, 6615, 25ns_603b_590_526_547_96bpi_13inj
315240, 6615, 25ns_603b_590_526_547_96bpi_13inj
315239, 6615, 25ns_603b_590_526_547_96bpi_13inj
315238, 6615, 25ns_603b_590_526_547_96bpi_13inj
315237, 6615, 25ns_603b_590_526_547_96bpi_13inj
315236, 6615, 25ns_603b_590_526_547_96bpi_13inj
315235, 6615, 25ns_603b_590_526_547_96bpi_13inj
315234, 6615, 25ns_603b_590_526_547_96bpi_13inj
315233, 6615, 25ns_603b_590_526_547_96bpi_13inj
315232, 6615, 25ns_603b_590_526_547_96bpi_13inj
315231, 6615, 25ns_603b_590_526_547_96bpi_13inj
315230, 6615, 25ns_603b_590_526_547_96bpi_13inj
315229, 6615, 25ns_603b_590_526_547_96bpi_13inj
315228, 6615, 25ns_603b_590_526_547_96bpi_13inj
315227, 6615, 25ns_603b_590_526_547_96bpi_13inj
315226, 6615, 25ns_603b_590_526_547_96bpi_13inj
315225, 6615, 25ns_603b_590_526_547_96bpi_13inj
315224, 6615, 25ns_603b_590_526_547_96bpi_13inj
315220, 6615, 25ns_603b_590_526_547_96bpi_13inj
315218, 6615, 25ns_603b_590_526_547_96bpi_13inj
315216, 6615, 25ns_603b_590_526_547_96bpi_13inj
315215, 6615, 25ns_603b_590_526_547_96bpi_13inj
315214, 6615, 25ns_603b_590_526_547_96bpi_13inj
315210, 6615, 25ns_603b_590_526_547_96bpi_13inj
315206, 6615, 25ns_603b_590_526_547_96bpi_13inj
315205, 6615, 25ns_603b_590_526_547_96bpi_13inj
315201, 6615, 25ns_603b_590_526_547_96bpi_13inj
315194, 6615, 25ns_603b_590_526_547_96bpi_13inj
315193, 6615, 25ns_603b_590_526_547_96bpi_13inj
315190, 6614, 25ns_603b_590_524_542_48bpi_17inj
315189, 6614, 25ns_603b_590_524_542_48bpi_17inj
315188, 6614, 25ns_603b_590_524_542_48bpi_17inj
315187, 6614, 25ns_603b_590_524_542_48bpi_17inj
315186, 6614, 25ns_603b_590_524_542_48bpi_17inj
315183, 6614, 25ns_603b_590_524_542_48bpi_17inj
315182, 6614, 25ns_603b_590_524_542_48bpi_17inj
315180, 6613, 25ns_603b_590_524_542_48bpi_17inj
315179, 6613, 25ns_603b_590_524_542_48bpi_17inj
315177, 6613, 25ns_603b_590_524_542_48bpi_17inj
315174, 6613, 25ns_603b_590_524_542_48bpi_17inj
315172, 6612, 25ns_603b_590_524_542_48bpi_17inj
315171, 6612, 25ns_603b_590_524_542_48bpi_17inj
315168, 6612, 25ns_603b_590_524_542_48bpi_17inj
315167, 6612, 25ns_603b_590_524_542_48bpi_17inj
315166, 6612, 25ns_603b_590_524_542_48bpi_17inj
315165, 6612, 25ns_603b_590_524_542_48bpi_17inj
315163, 6612, 25ns_603b_590_524_542_48bpi_17inj
315159, 6612, 25ns_603b_590_524_542_48bpi_17inj
315157, 6612, 25ns_603b_590_524_542_48bpi_17inj
315154, 6612, 25ns_603b_590_524_542_48bpi_17inj
315151, 6612, 25ns_603b_590_524_542_48bpi_17inj
315150, 6612, 25ns_603b_590_524_542_48bpi_17inj
315149, 6612, 25ns_603b_590_524_542_48bpi_17inj
315147, 6612, 25ns_603b_590_524_542_48bpi_17inj
315146, 6612, 25ns_603b_590_524_542_48bpi_17inj
315143, 6612, 25ns_603b_590_524_542_48bpi_17inj
315139, 6612, 25ns_603b_590_524_542_48bpi_17inj
315136, 6612, 25ns_603b_590_524_542_48bpi_17inj
315128, 6612, 25ns_603b_590_524_542_48bpi_17inj
315116, 6612, 25ns_603b_590_524_542_48bpi_17inj
315114, 6612, 25ns_603b_590_524_542_48bpi_17inj
315112, 6611, 25ns_315b_302_237_240_48bpi_11inj
315111, 6611, 25ns_315b_302_237_240_48bpi_11inj
315108, 6611, 25ns_315b_302_237_240_48bpi_11inj
315107, 6611, 25ns_315b_302_237_240_48bpi_11inj
315106, 6611, 25ns_315b_302_237_240_48bpi_11inj
315105, 6611, 25ns_315b_302_237_240_48bpi_11inj
315104, 6611, 25ns_315b_302_237_240_48bpi_11inj
315103, 6611, 25ns_315b_302_237_240_48bpi_11inj
315100, 6611, 25ns_315b_302_237_240_48bpi_11inj
315094, 6611, 25ns_315b_302_237_240_48bpi_11inj
315091, 6611, 25ns_315b_302_237_240_48bpi_11inj
315090, 6611, 25ns_315b_302_237_240_48bpi_11inj
315089, 6611, 25ns_315b_302_237_240_48bpi_11inj
315087, 6611, 25ns_315b_302_237_240_48bpi_11inj
315086, 6611, 25ns_315b_302_237_240_48bpi_11inj
314890, 6595, 25ns_339b_326_206_266_12bpi_31inj
314889, 6595, 25ns_339b_326_206_266_12bpi_31inj
314887, 6595, 25ns_339b_326_206_266_12bpi_31inj
314886, 6595, 25ns_339b_326_206_266_12bpi_31inj
314883, 6595, 25ns_339b_326_206_266_12bpi_31inj
314881, 6595, 25ns_339b_326_206_266_12bpi_31inj
314880, 6595, 25ns_339b_326_206_266_12bpi_31inj
314878, 6594, 25ns_339b_326_206_266_12bpi_31inj
314877, 6594, 25ns_339b_326_206_266_12bpi_31inj
314876, 6594, 25ns_339b_326_206_266_12bpi_31inj
314875, 6594, 25ns_339b_326_206_266_12bpi_31inj
314874, 6594, 25ns_339b_326_206_266_12bpi_31inj
314873, 6594, 25ns_339b_326_206_266_12bpi_31inj
314872, 6594, 25ns_339b_326_206_266_12bpi_31inj
314870, 6594, 25ns_339b_326_206_266_12bpi_31inj
314867, 6594, 25ns_339b_326_206_266_12bpi_31inj
314865, 6594, 25ns_339b_326_206_266_12bpi_31inj
314864, 6594, 25ns_339b_326_206_266_12bpi_31inj
314863, 6594, 25ns_339b_326_206_266_12bpi_31inj
314861, 6594, 25ns_339b_326_206_266_12bpi_31inj
314860, 6594, 25ns_339b_326_206_266_12bpi_31inj
314859, 6594, 25ns_339b_326_206_266_12bpi_31inj
314857, 6594, 25ns_339b_326_206_266_12bpi_31inj
314856, 6594, 25ns_339b_326_206_266_12bpi_31inj
314855, 6594, 25ns_339b_326_206_266_12bpi_31inj
314848, 6592, Single_10b_9_2_2_BSRT_Calib_RampUp
314816, 6584, no_value
314814, 6584, no_value
314812, 6583, 25ns_75b_62_32_62_12bpi_9inj
314811, 6583, 25ns_75b_62_32_62_12bpi_9inj
314810, 6583, 25ns_75b_62_32_62_12bpi_9inj
314809, 6583, 25ns_75b_62_32_62_12bpi_9inj
314808, 6583, 25ns_75b_62_32_62_12bpi_9inj
314806, 6583, 25ns_75b_62_32_62_12bpi_9inj
314764, 6579, 25ns_75b_62_32_62_12bpi_9inj
314759, 6579, 25ns_75b_62_32_62_12bpi_9inj
314758, 6579, 25ns_75b_62_32_62_12bpi_9inj
314757, 6579, 25ns_75b_62_32_62_12bpi_9inj
314756, 6579, 25ns_75b_62_32_62_12bpi_9inj
314755, 6579, 25ns_75b_62_32_62_12bpi_9inj
314754, 6579, 25ns_75b_62_32_62_12bpi_9inj
314753, 6579, 25ns_75b_62_32_62_12bpi_9inj
314752, 6579, 25ns_75b_62_32_62_12bpi_9inj
314751, 6579, 25ns_75b_62_32_62_12bpi_9inj
314750, 6579, 25ns_75b_62_32_62_12bpi_9inj
314749, 6579, 25ns_75b_62_32_62_12bpi_9inj
314748, 6579, 25ns_75b_62_32_62_12bpi_9inj
314747, 6579, 25ns_75b_62_32_62_12bpi_9inj
314745, 6579, 25ns_75b_62_32_62_12bpi_9inj
314744, 6579, 25ns_75b_62_32_62_12bpi_9inj
314665, 6574, Single_12b_8_8_8_2018
314664, 6574, Single_12b_8_8_8_2018
314663, 6574, Single_12b_8_8_8_2018
314662, 6574, Single_12b_8_8_8_2018
314661, 6574, Single_12b_8_8_8_2018
314660, 6574, Single_12b_8_8_8_2018
314659, 6574, Single_12b_8_8_8_2018
314658, 6574, Single_12b_8_8_8_2018
314657, 6574, Single_12b_8_8_8_2018
314656, 6574, Single_12b_8_8_8_2018
314655, 6574, Single_12b_8_8_8_2018
314654, 6574, Single_12b_8_8_8_2018
314653, 6574, Single_12b_8_8_8_2018
314652, 6574, Single_12b_8_8_8_2018
314651, 6574, Single_12b_8_8_8_2018
314650, 6574, Single_12b_8_8_8_2018
314649, 6574, Single_12b_8_8_8_2018
314648, 6574, Single_12b_8_8_8_2018
314646, 6574, Single_12b_8_8_8_2018
314645, 6574, Single_12b_8_8_8_2018
314637, 6574, Single_12b_8_8_8_2018
314632, 6574, Single_12b_8_8_8_2018
314626, 6574, Single_12b_8_8_8_2018
314625, 6574, Single_12b_8_8_8_2018
314622, 6574, Single_12b_8_8_8_2018
314621, 6574, Single_12b_8_8_8_2018
314620, 6574, Single_12b_8_8_8_2018
314619, 6574, Single_12b_8_8_8_2018
314618, 6574, Single_12b_8_8_8_2018
314615, 6574, Single_12b_8_8_8_2018
314614, 6574, Single_12b_8_8_8_2018
314611, 6574, Single_12b_8_8_8_2018
314610, 6574, Single_12b_8_8_8_2018
314607, 6573, Single_3b_2_2_2
314606, 6573, Single_3b_2_2_2
314600, 6573, Single_3b_2_2_2
314587, 6573, Single_3b_2_2_2
314580, 6573, Single_3b_2_2_2
314577, 6573, Single_3b_2_2_2
314576, 6573, Single_3b_2_2_2
314575, 6573, Single_3b_2_2_2
314574, 6573, Single_3b_2_2_2
314573, 6573, Single_3b_2_2_2
314572, 6573, Single_3b_2_2_2
314571, 6573, Single_3b_2_2_2
314570, 6573, Single_3b_2_2_2
314568, 6573, Single_3b_2_2_2
314567, 6573, Single_3b_2_2_2
314566, 6573, Single_3b_2_2_2
314565, 6573, Single_3b_2_2_2
314564, 6573, Single_3b_2_2_2
314563, 6573, Single_3b_2_2_2
314562, 6573, Single_3b_2_2_2
314560, 6573, Single_3b_2_2_2
314559, 6573, Single_3b_2_2_2
314558, 6573, Single_3b_2_2_2
314557, 6573, Single_3b_2_2_2
314556, 6573, Single_3b_2_2_2
314555, 6573, Single_3b_2_2_2
314552, 6573, Single_3b_2_2_2
314530, 6570, Single_3b_2_2_2
314529, 6570, Single_3b_2_2_2
314527, 6570, Single_3b_2_2_2
314524, 6570, Single_3b_2_2_2
314521, 6570, Single_3b_2_2_2
314515, 6570, Single_3b_2_2_2
314513, 6570, Single_3b_2_2_2
314512, 6570, Single_3b_2_2_2
314511, 6570, Single_3b_2_2_2
314510, 6570, Single_3b_2_2_2
314509, 6570, Single_3b_2_2_2
314508, 6570, Single_3b_2_2_2
314507, 6570, Single_3b_2_2_2
314506, 6570, Single_3b_2_2_2
314504, 6570, Single_3b_2_2_2
314503, 6570, Single_3b_2_2_2
314502, 6570, Single_3b_2_2_2
314501, 6570, Single_3b_2_2_2
314500, 6570, Single_3b_2_2_2
314499, 6570, Single_3b_2_2_2
314498, 6570, Single_3b_2_2_2
314497, 6570, Single_3b_2_2_2
314496, 6570, Single_3b_2_2_2
314495, 6570, Single_3b_2_2_2
314494, 6570, Single_3b_2_2_2
314492, 6570, Single_3b_2_2_2
314491, 6570, Single_3b_2_2_2
314490, 6570, Single_3b_2_2_2
314488, 6570, Single_3b_2_2_2
314487, 6570, Single_3b_2_2_2
314486, 6570, Single_3b_2_2_2
314485, 6570, Single_3b_2_2_2
314483, 6570, Single_3b_2_2_2
314482, 6570, Single_3b_2_2_2
314481, 6570, Single_3b_2_2_2
314480, 6570, Single_3b_2_2_2
314479, 6570, Single_3b_2_2_2
314478, 6570, Single_3b_2_2_2
314477, 6570, Single_3b_2_2_2
314476, 6570, Single_3b_2_2_2
314475, 6570, Single_3b_2_2_2
314474, 6570, Single_3b_2_2_2
314473, 6570, Single_3b_2_2_2
314472, 6570, Single_3b_2_2_2
314471, 6570, Single_3b_2_2_2
314470, 6570, Single_3b_2_2_2
314465, 6570, Single_3b_2_2_2
314458, 6570, Single_3b_2_2_2
