## file created 05.May.2015 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 48006F3B  32   9   u    0       0         15              1      HF    30    59      1
 4800713B  32   9   u    0       0         15              2      HF    34    59      1
 4800B0BB  32   9   u    0       0         16              0      HF    33    59      2
 4800AFBB  32   9   u    0       0         16              1      HF    31    59      2
 4800AEBB  32   9   u    0       0         16              2      HF    29    59      2
 4800B03B  32   9   u    0       0         17              0      HF    32    59      2
 4800AF3B  32   9   u    0       0         17              1      HF    30    59      2
 4800B13B  32   9   u    0       0         17              2      HF    34    59      2
 4800B13D  32   9   u    0       0         18              0      HF    34    61      2
 4800B03D  32   9   u    0       0         18              1      HF    32    61      2
 4800AF3D  32   9   u    0       0         18              2      HF    30    61      2
 4800AFBD  32   9   u    0       0         19              0      HF    31    61      2
 4800AEBD  32   9   u    0       0         19              1      HF    29    61      2
 4800B0BD  32   9   u    0       0         19              2      HF    33    61      2
 4800713D  32   9   u    0       0         20              0      HF    34    61      1
 4800703D  32   9   u    0       0         20              1      HF    32    61      1
 48006F3D  32   9   u    0       0         20              2      HF    30    61      1
 48006FBD  32   9   u    0       0         21              0      HF    31    61      1
 48006EBD  32   9   u    0       0         21              1      HF    29    61      1
 480070BD  32   9   u    0       0         21              2      HF    33    61      1
 480074BB  32   9   u    0       0          2              0      HF    41    59      1
 480072BB  32   9   u    0       0          2              1      HF    37    59      1
 480071BB  32   9   u    0       0          2              2      HF    35    59      1
 4800733B  32   9   u    0       0          3              0      HF    38    59      1
 4800723B  32   9   u    0       0          3              1      HF    36    59      1
 480073BB  32   9   u    0       0          3              2      HF    39    59      1
 4800B4BB  32   9   u    0       0          4              0      HF    41    59      2
 4800B2BB  32   9   u    0       0          4              1      HF    37    59      2
 4800B1BB  32   9   u    0       0          4              2      HF    35    59      2
 4800B33B  32   9   u    0       0          5              0      HF    38    59      2
 4800B23B  32   9   u    0       0          5              1      HF    36    59      2
 4800B3BB  32   9   u    0       0          5              2      HF    39    59      2
 4800B43B  32   9   u    0       0          6              0      HF    40    59      2
 4800B33D  32   9   u    0       0          6              1      HF    38    61      2
 4800B23D  32   9   u    0       0          6              2      HF    36    61      2
 4800B2BD  32   9   u    0       0          7              0      HF    37    61      2
 4800B1BD  32   9   u    0       0          7              1      HF    35    61      2
 4800B3BD  32   9   u    0       0          7              2      HF    39    61      2
 4800743B  32   9   u    0       0          8              0      HF    40    59      1
 4800733D  32   9   u    0       0          8              1      HF    38    61      1
 4800723D  32   9   u    0       0          8              2      HF    36    61      1
 480072BD  32   9   u    0       0          9              0      HF    37    61      1
 480071BD  32   9   u    0       0          9              1      HF    35    61      1
 480073BD  32   9   u    0       0          9              2      HF    39    61      1
 480070BF  32  10   u    0       0         14              0      HF    33    63      1
 48006FBF  32  10   u    0       0         14              1      HF    31    63      1
 48006EBF  32  10   u    0       0         14              2      HF    29    63      1
 4800703F  32  10   u    0       0         15              0      HF    32    63      1
 48006F3F  32  10   u    0       0         15              1      HF    30    63      1
 4800713F  32  10   u    0       0         15              2      HF    34    63      1
 4800B0BF  32  10   u    0       0         16              0      HF    33    63      2
 4800AFBF  32  10   u    0       0         16              1      HF    31    63      2
 4800AEBF  32  10   u    0       0         16              2      HF    29    63      2
 4800B03F  32  10   u    0       0         17              0      HF    32    63      2
 4800AF3F  32  10   u    0       0         17              1      HF    30    63      2
 4800B13F  32  10   u    0       0         17              2      HF    34    63      2
 4800B141  32  10   u    0       0         18              0      HF    34    65      2
 4800B041  32  10   u    0       0         18              1      HF    32    65      2
 4800AF41  32  10   u    0       0         18              2      HF    30    65      2
 4800AFC1  32  10   u    0       0         19              0      HF    31    65      2
 4800AEC1  32  10   u    0       0         19              1      HF    29    65      2
 4800B0C1  32  10   u    0       0         19              2      HF    33    65      2
 48007141  32  10   u    0       0         20              0      HF    34    65      1
 48007041  32  10   u    0       0         20              1      HF    32    65      1
 48006F41  32  10   u    0       0         20              2      HF    30    65      1
 48006FC1  32  10   u    0       0         21              0      HF    31    65      1
 48006EC1  32  10   u    0       0         21              1      HF    29    65      1
 480070C1  32  10   u    0       0         21              2      HF    33    65      1
 480074BF  32  10   u    0       0          2              0      HF    41    63      1
 480072BF  32  10   u    0       0          2              1      HF    37    63      1
 480071BF  32  10   u    0       0          2              2      HF    35    63      1
 4800733F  32  10   u    0       0          3              0      HF    38    63      1
 4800723F  32  10   u    0       0          3              1      HF    36    63      1
 480073BF  32  10   u    0       0          3              2      HF    39    63      1
 4800B4BF  32  10   u    0       0          4              0      HF    41    63      2
 4800B2BF  32  10   u    0       0          4              1      HF    37    63      2
 4800B1BF  32  10   u    0       0          4              2      HF    35    63      2
 4800B33F  32  10   u    0       0          5              0      HF    38    63      2
 4800B23F  32  10   u    0       0          5              1      HF    36    63      2
 4800B3BF  32  10   u    0       0          5              2      HF    39    63      2
 4800B43F  32  10   u    0       0          6              0      HF    40    63      2
 4800B341  32  10   u    0       0          6              1      HF    38    65      2
 4800B241  32  10   u    0       0          6              2      HF    36    65      2
 4800B2C1  32  10   u    0       0          7              0      HF    37    65      2
 4800B1C1  32  10   u    0       0          7              1      HF    35    65      2
 4800B3C1  32  10   u    0       0          7              2      HF    39    65      2
 4800743F  32  10   u    0       0          8              0      HF    40    63      1
 48007341  32  10   u    0       0          8              1      HF    38    65      1
 48007241  32  10   u    0       0          8              2      HF    36    65      1
 480072C1  32  10   u    0       0          9              0      HF    37    65      1
 480071C1  32  10   u    0       0          9              1      HF    35    65      1
 480073C1  32  10   u    0       0          9              2      HF    39    65      1
 480070C3  32  11   u    0       0         14              0      HF    33    67      1
 48006FC3  32  11   u    0       0         14              1      HF    31    67      1
 48006EC3  32  11   u    0       0         14              2      HF    29    67      1
 48007043  32  11   u    0       0         15              0      HF    32    67      1
 48006F43  32  11   u    0       0         15              1      HF    30    67      1
 48007143  32  11   u    0       0         15              2      HF    34    67      1
 4800B0C3  32  11   u    0       0         16              0      HF    33    67      2
 4800AFC3  32  11   u    0       0         16              1      HF    31    67      2
 4800AEC3  32  11   u    0       0         16              2      HF    29    67      2
 4800B043  32  11   u    0       0         17              0      HF    32    67      2
 4800AF43  32  11   u    0       0         17              1      HF    30    67      2
 4800B143  32  11   u    0       0         17              2      HF    34    67      2
 4800B145  32  11   u    0       0         18              0      HF    34    69      2
 4800B045  32  11   u    0       0         18              1      HF    32    69      2
 4800AF45  32  11   u    0       0         18              2      HF    30    69      2
 4800AFC5  32  11   u    0       0         19              0      HF    31    69      2
 4800AEC5  32  11   u    0       0         19              1      HF    29    69      2
 4800B0C5  32  11   u    0       0         19              2      HF    33    69      2
 48007145  32  11   u    0       0         20              0      HF    34    69      1
 48007045  32  11   u    0       0         20              1      HF    32    69      1
 48006F45  32  11   u    0       0         20              2      HF    30    69      1
 48006FC5  32  11   u    0       0         21              0      HF    31    69      1
 48006EC5  32  11   u    0       0         21              1      HF    29    69      1
 480070C5  32  11   u    0       0         21              2      HF    33    69      1
 480074C3  32  11   u    0       0          2              0      HF    41    67      1
 480072C3  32  11   u    0       0          2              1      HF    37    67      1
 480071C3  32  11   u    0       0          2              2      HF    35    67      1
 48007343  32  11   u    0       0          3              0      HF    38    67      1
 48007243  32  11   u    0       0          3              1      HF    36    67      1
 480073C3  32  11   u    0       0          3              2      HF    39    67      1
 4800B4C3  32  11   u    0       0          4              0      HF    41    67      2
 4800B2C3  32  11   u    0       0          4              1      HF    37    67      2
 4800B1C3  32  11   u    0       0          4              2      HF    35    67      2
 4800B343  32  11   u    0       0          5              0      HF    38    67      2
 4800B243  32  11   u    0       0          5              1      HF    36    67      2
 4800B3C3  32  11   u    0       0          5              2      HF    39    67      2
 4800B443  32  11   u    0       0          6              0      HF    40    67      2
 4800B345  32  11   u    0       0          6              1      HF    38    69      2
 4800B245  32  11   u    0       0          6              2      HF    36    69      2
 4800B2C5  32  11   u    0       0          7              0      HF    37    69      2
 4800B1C5  32  11   u    0       0          7              1      HF    35    69      2
 4800B3C5  32  11   u    0       0          7              2      HF    39    69      2
 48007443  32  11   u    0       0          8              0      HF    40    67      1
 48007345  32  11   u    0       0          8              1      HF    38    69      1
 48007245  32  11   u    0       0          8              2      HF    36    69      1
 480072C5  32  11   u    0       0          9              0      HF    37    69      1
 480071C5  32  11   u    0       0          9              1      HF    35    69      1
 480073C5  32  11   u    0       0          9              2      HF    39    69      1
 480070C7  32  12   u    0       0         14              0      HF    33    71      1
 48006FC7  32  12   u    0       0         14              1      HF    31    71      1
 48006EC7  32  12   u    0       0         14              2      HF    29    71      1
 48007047  32  12   u    0       0         15              0      HF    32    71      1
 48006F47  32  12   u    0       0         15              1      HF    30    71      1
 48007147  32  12   u    0       0         15              2      HF    34    71      1
 4800B0C7  32  12   u    0       0         16              0      HF    33    71      2
 4800AFC7  32  12   u    0       0         16              1      HF    31    71      2
 4800AEC7  32  12   u    0       0         16              2      HF    29    71      2
 4800B047  32  12   u    0       0         17              0      HF    32    71      2
 4800AF47  32  12   u    0       0         17              1      HF    30    71      2
 4800B147  32  12   u    0       0         17              2      HF    34    71      2
 4800B101  32  12   u    0       0         18              0      HF    34     1      2
 4800B001  32  12   u    0       0         18              1      HF    32     1      2
 4800AF01  32  12   u    0       0         18              2      HF    30     1      2
 4800AF81  32  12   u    0       0         19              0      HF    31     1      2
 4800AE81  32  12   u    0       0         19              1      HF    29     1      2
 4800B081  32  12   u    0       0         19              2      HF    33     1      2
 48007101  32  12   u    0       0         20              0      HF    34     1      1
 48007001  32  12   u    0       0         20              1      HF    32     1      1
 48006F01  32  12   u    0       0         20              2      HF    30     1      1
 48006F81  32  12   u    0       0         21              0      HF    31     1      1
 48006E81  32  12   u    0       0         21              1      HF    29     1      1
 48007081  32  12   u    0       0         21              2      HF    33     1      1
 480074C7  32  12   u    0       0          2              0      HF    41    71      1
 480072C7  32  12   u    0       0          2              1      HF    37    71      1
 480071C7  32  12   u    0       0          2              2      HF    35    71      1
 48007347  32  12   u    0       0          3              0      HF    38    71      1
 48007247  32  12   u    0       0          3              1      HF    36    71      1
 480073C7  32  12   u    0       0          3              2      HF    39    71      1
 4800B4C7  32  12   u    0       0          4              0      HF    41    71      2
 4800B2C7  32  12   u    0       0          4              1      HF    37    71      2
 4800B1C7  32  12   u    0       0          4              2      HF    35    71      2
 4800B347  32  12   u    0       0          5              0      HF    38    71      2
 4800B247  32  12   u    0       0          5              1      HF    36    71      2
 4800B3C7  32  12   u    0       0          5              2      HF    39    71      2
 4800B447  32  12   u    0       0          6              0      HF    40    71      2
 4800B301  32  12   u    0       0          6              1      HF    38     1      2
 4800B201  32  12   u    0       0          6              2      HF    36     1      2
 4800B281  32  12   u    0       0          7              0      HF    37     1      2
 4800B181  32  12   u    0       0          7              1      HF    35     1      2
 4800B381  32  12   u    0       0          7              2      HF    39     1      2
 48007447  32  12   u    0       0          8              0      HF    40    71      1
 48007301  32  12   u    0       0          8              1      HF    38     1      1
 48007201  32  12   u    0       0          8              2      HF    36     1      1
 48007281  32  12   u    0       0          9              0      HF    37     1      1
 48007181  32  12   u    0       0          9              1      HF    35     1      1
 48007381  32  12   u    0       0          9              2      HF    39     1      1
 4A00058C   0   2   t    2       0          6              1      HT   -11    12      1
 4A00038C   0   2   t    2       0          4              1      HT    -7    12      1
 4A00018C   0   2   t    2       0          2              1      HT    -3    12      1
 4A00028C   0   2   t    2       0          3              1      HT    -5    12      1
 4A00008C   0   2   t    2       0          1              1      HT    -1    12      1
 4A00048C   0   2   t    2       0          5              1      HT    -9    12      1
 4A00058B   0   2   t    2       0          6              0      HT   -11    11      1
 4A00038B   0   2   t    2       0          4              0      HT    -7    11      1
 4A00018B   0   2   t    2       0          2              0      HT    -3    11      1
 4A00028B   0   2   t    2       0          3              0      HT    -5    11      1
 4A00008B   0   2   t    2       0          1              0      HT    -1    11      1
 4A00048B   0   2   t    2       0          5              0      HT    -9    11      1
 4A00050C   0   2   t    2       0          5              3      HT   -10    12      1
 4A00030C   0   2   t    2       0          3              3      HT    -6    12      1
 4A00010C   0   2   t    2       0          1              3      HT    -2    12      1
 4A00040C   0   2   t    2       0          4              3      HT    -8    12      1
 4A00020C   0   2   t    2       0          2              3      HT    -4    12      1
 4A00060C   0   2   t    2       0          6              3      HT   -12    12      1
 4A00050B   0   2   t    2       0          5              2      HT   -10    11      1
 4A00030B   0   2   t    2       0          3              2      HT    -6    11      1
 4A00010B   0   2   t    2       0          1              2      HT    -2    11      1
 4A00040B   0   2   t    2       0          4              2      HT    -8    11      1
 4A00020B   0   2   t    2       0          2              2      HT    -4    11      1
 4A00060B   0   2   t    2       0          6              2      HT   -12    11      1
 4A00058E   0   2   b    2       1          6              1      HT   -11    14      1
 4A00038E   0   2   b    2       1          4              1      HT    -7    14      1
 4A00018E   0   2   b    2       1          2              1      HT    -3    14      1
 4A00028E   0   2   b    2       1          3              1      HT    -5    14      1
 4A00008E   0   2   b    2       1          1              1      HT    -1    14      1
 4A00048E   0   2   b    2       1          5              1      HT    -9    14      1
 4A00058D   0   2   b    2       1          6              0      HT   -11    13      1
 4A00038D   0   2   b    2       1          4              0      HT    -7    13      1
 4A00018D   0   2   b    2       1          2              0      HT    -3    13      1
 4A00028D   0   2   b    2       1          3              0      HT    -5    13      1
 4A00008D   0   2   b    2       1          1              0      HT    -1    13      1
 4A00048D   0   2   b    2       1          5              0      HT    -9    13      1
 4A00050E   0   2   b    2       1          5              3      HT   -10    14      1
 4A00030E   0   2   b    2       1          3              3      HT    -6    14      1
 4A00010E   0   2   b    2       1          1              3      HT    -2    14      1
 4A00040E   0   2   b    2       1          4              3      HT    -8    14      1
 4A00020E   0   2   b    2       1          2              3      HT    -4    14      1
 4A00060E   0   2   b    2       1          6              3      HT   -12    14      1
 4A00050D   0   2   b    2       1          5              2      HT   -10    13      1
 4A00030D   0   2   b    2       1          3              2      HT    -6    13      1
 4A00010D   0   2   b    2       1          1              2      HT    -2    13      1
 4A00040D   0   2   b    2       1          4              2      HT    -8    13      1
 4A00020D   0   2   b    2       1          2              2      HT    -4    13      1
 4A00060D   0   2   b    2       1          6              2      HT   -12    13      1
 4A00070C   0   3   t    2       2          1              3      HT   -14    12      1
 4A00078C   0   3   t    2       2          2              1      HT   -15    12      1
 4A00068C   0   3   t    2       2          1              1      HT   -13    12      1
 4A00080C   0   3   t    2       2          2              3      HT   -16    12      1
 4A00070B   0   3   t    2       2          1              2      HT   -14    11      1
 4A00078B   0   3   t    2       2          2              0      HT   -15    11      1
 4A00068B   0   3   t    2       2          1              0      HT   -13    11      1
 4A00080B   0   3   t    2       2          2              2      HT   -16    11      1
 4A00088C   0   3   t    2       2          3              1      HT   -17    12      1
 4A000C8B   0   3   t    2       2          4              2      HT   -25    11      1
 4A000C8C   0   3   t    2       2          4              3      HT   -25    12      1
 4A00090C   0   3   t    2       2          3              3      HT   -18    12      1
 4A00088B   0   3   t    2       2          3              0      HT   -17    11      1
 4A000D0B   0   3   t    2       2          4              0      HT   -26    11      1
 4A000D0C   0   3   t    2       2          4              1      HT   -26    12      1
 4A00090B   0   3   t    2       2          3              2      HT   -18    11      1
 4A00070E   0   3   b    2       3          1              3      HT   -14    14      1
 4A00078E   0   3   b    2       3          2              1      HT   -15    14      1
 4A00068E   0   3   b    2       3          1              1      HT   -13    14      1
 4A00080E   0   3   b    2       3          2              3      HT   -16    14      1
 4A00070D   0   3   b    2       3          1              2      HT   -14    13      1
 4A00078D   0   3   b    2       3          2              0      HT   -15    13      1
 4A00068D   0   3   b    2       3          1              0      HT   -13    13      1
 4A00080D   0   3   b    2       3          2              2      HT   -16    13      1
 4A00088E   0   3   b    2       3          3              1      HT   -17    14      1
 4A000D0D   0   3   b    2       3          4              0      HT   -26    13      1
 4A000D0E   0   3   b    2       3          4              1      HT   -26    14      1
 4A00090E   0   3   b    2       3          3              3      HT   -18    14      1
 4A00088D   0   3   b    2       3          3              0      HT   -17    13      1
 4A000C8D   0   3   b    2       3          4              2      HT   -25    13      1
 4A000C8E   0   3   b    2       3          4              3      HT   -25    14      1
 4A00090D   0   3   b    2       3          3              2      HT   -18    13      1
 4A000D8B   0   4   t    2       4          4              2      HT   -27    11      1
 4A000D8C   0   4   t    2       4          4              3      HT   -27    12      1
 4A000B8B   0   4   t    2       4          3              0      HT   -23    11      1
 4A000B8C   0   4   t    2       4          3              1      HT   -23    12      1
 4A000E0B   0   4   t    2       4          4              0      HT   -28    11      1
 4A000E0C   0   4   t    2       4          4              1      HT   -28    12      1
 4A000C0B   0   4   t    2       4          3              2      HT   -24    11      1
 4A000C0C   0   4   t    2       4          3              3      HT   -24    12      1
 4A000A0C   0   4   t    2       4          1              3      HT   -20    12      1
 4A00098C   0   4   t    2       4          1              1      HT   -19    12      1
 4A000A8B   0   4   t    2       4          2              0      HT   -21    11      1
 4A000A8C   0   4   t    2       4          2              1      HT   -21    12      1
 4A000A0B   0   4   t    2       4          1              2      HT   -20    11      1
 4A00098B   0   4   t    2       4          1              0      HT   -19    11      1
 4A000B0B   0   4   t    2       4          2              2      HT   -22    11      1
 4A000B0C   0   4   t    2       4          2              3      HT   -22    12      1
 4A000E0D   0   4   b    2       5          4              0      HT   -28    13      1
 4A000E0E   0   4   b    2       5          4              1      HT   -28    14      1
 4A000C0D   0   4   b    2       5          3              2      HT   -24    13      1
 4A000C0E   0   4   b    2       5          3              3      HT   -24    14      1
 4A000D8D   0   4   b    2       5          4              2      HT   -27    13      1
 4A000D8E   0   4   b    2       5          4              3      HT   -27    14      1
 4A000B8D   0   4   b    2       5          3              0      HT   -23    13      1
 4A000B8E   0   4   b    2       5          3              1      HT   -23    14      1
 4A000A0E   0   4   b    2       5          1              3      HT   -20    14      1
 4A00098E   0   4   b    2       5          1              1      HT   -19    14      1
 4A000B0D   0   4   b    2       5          2              2      HT   -22    13      1
 4A000B0E   0   4   b    2       5          2              3      HT   -22    14      1
 4A000A0D   0   4   b    2       5          1              2      HT   -20    13      1
 4A00098D   0   4   b    2       5          1              0      HT   -19    13      1
 4A000A8D   0   4   b    2       5          2              0      HT   -21    13      1
 4A000A8E   0   4   b    2       5          2              1      HT   -21    14      1
 4A000590   0   5   t    2       6          6              1      HT   -11    16      1
 4A000390   0   5   t    2       6          4              1      HT    -7    16      1
 4A000190   0   5   t    2       6          2              1      HT    -3    16      1
 4A000290   0   5   t    2       6          3              1      HT    -5    16      1
 4A000090   0   5   t    2       6          1              1      HT    -1    16      1
 4A000490   0   5   t    2       6          5              1      HT    -9    16      1
 4A00058F   0   5   t    2       6          6              0      HT   -11    15      1
 4A00038F   0   5   t    2       6          4              0      HT    -7    15      1
 4A00018F   0   5   t    2       6          2              0      HT    -3    15      1
 4A00028F   0   5   t    2       6          3              0      HT    -5    15      1
 4A00008F   0   5   t    2       6          1              0      HT    -1    15      1
 4A00048F   0   5   t    2       6          5              0      HT    -9    15      1
 4A000510   0   5   t    2       6          5              3      HT   -10    16      1
 4A000310   0   5   t    2       6          3              3      HT    -6    16      1
 4A000110   0   5   t    2       6          1              3      HT    -2    16      1
 4A000410   0   5   t    2       6          4              3      HT    -8    16      1
 4A000210   0   5   t    2       6          2              3      HT    -4    16      1
 4A000610   0   5   t    2       6          6              3      HT   -12    16      1
 4A00050F   0   5   t    2       6          5              2      HT   -10    15      1
 4A00030F   0   5   t    2       6          3              2      HT    -6    15      1
 4A00010F   0   5   t    2       6          1              2      HT    -2    15      1
 4A00040F   0   5   t    2       6          4              2      HT    -8    15      1
 4A00020F   0   5   t    2       6          2              2      HT    -4    15      1
 4A00060F   0   5   t    2       6          6              2      HT   -12    15      1
 4A000592   0   5   b    2       7          6              1      HT   -11    18      1
 4A000392   0   5   b    2       7          4              1      HT    -7    18      1
 4A000192   0   5   b    2       7          2              1      HT    -3    18      1
 4A000292   0   5   b    2       7          3              1      HT    -5    18      1
 4A000092   0   5   b    2       7          1              1      HT    -1    18      1
 4A000492   0   5   b    2       7          5              1      HT    -9    18      1
 4A000591   0   5   b    2       7          6              0      HT   -11    17      1
 4A000391   0   5   b    2       7          4              0      HT    -7    17      1
 4A000191   0   5   b    2       7          2              0      HT    -3    17      1
 4A000291   0   5   b    2       7          3              0      HT    -5    17      1
 4A000091   0   5   b    2       7          1              0      HT    -1    17      1
 4A000491   0   5   b    2       7          5              0      HT    -9    17      1
 4A000512   0   5   b    2       7          5              3      HT   -10    18      1
 4A000312   0   5   b    2       7          3              3      HT    -6    18      1
 4A000112   0   5   b    2       7          1              3      HT    -2    18      1
 4A000412   0   5   b    2       7          4              3      HT    -8    18      1
 4A000212   0   5   b    2       7          2              3      HT    -4    18      1
 4A000612   0   5   b    2       7          6              3      HT   -12    18      1
 4A000511   0   5   b    2       7          5              2      HT   -10    17      1
 4A000311   0   5   b    2       7          3              2      HT    -6    17      1
 4A000111   0   5   b    2       7          1              2      HT    -2    17      1
 4A000411   0   5   b    2       7          4              2      HT    -8    17      1
 4A000211   0   5   b    2       7          2              2      HT    -4    17      1
 4A000611   0   5   b    2       7          6              2      HT   -12    17      1
 4A000710   0   6   t    2       8          1              3      HT   -14    16      1
 4A000790   0   6   t    2       8          2              1      HT   -15    16      1
 4A000690   0   6   t    2       8          1              1      HT   -13    16      1
 4A000810   0   6   t    2       8          2              3      HT   -16    16      1
 4A00070F   0   6   t    2       8          1              2      HT   -14    15      1
 4A00078F   0   6   t    2       8          2              0      HT   -15    15      1
 4A00068F   0   6   t    2       8          1              0      HT   -13    15      1
 4A00080F   0   6   t    2       8          2              2      HT   -16    15      1
 4A000890   0   6   t    2       8          3              1      HT   -17    16      1
 4A000C8F   0   6   t    2       8          4              0      HT   -25    15      1
 4A000C90   0   6   t    2       8          4              1      HT   -25    16      1
 4A000910   0   6   t    2       8          3              3      HT   -18    16      1
 4A00088F   0   6   t    2       8          3              0      HT   -17    15      1
 4A000D0F   0   6   t    2       8          4              2      HT   -26    15      1
 4A000D10   0   6   t    2       8          4              3      HT   -26    16      1
 4A00090F   0   6   t    2       8          3              2      HT   -18    15      1
 4A000712   0   6   b    2       9          1              3      HT   -14    18      1
 4A000792   0   6   b    2       9          2              1      HT   -15    18      1
 4A000692   0   6   b    2       9          1              1      HT   -13    18      1
 4A000812   0   6   b    2       9          2              3      HT   -16    18      1
 4A000711   0   6   b    2       9          1              2      HT   -14    17      1
 4A000791   0   6   b    2       9          2              0      HT   -15    17      1
 4A000691   0   6   b    2       9          1              0      HT   -13    17      1
 4A000811   0   6   b    2       9          2              2      HT   -16    17      1
 4A000892   0   6   b    2       9          3              1      HT   -17    18      1
 4A000D11   0   6   b    2       9          4              2      HT   -26    17      1
 4A000D12   0   6   b    2       9          4              3      HT   -26    18      1
 4A000912   0   6   b    2       9          3              3      HT   -18    18      1
 4A000891   0   6   b    2       9          3              0      HT   -17    17      1
 4A000C91   0   6   b    2       9          4              0      HT   -25    17      1
 4A000C92   0   6   b    2       9          4              1      HT   -25    18      1
 4A000911   0   6   b    2       9          3              2      HT   -18    17      1
 4A000D8F   0   7   t    2      10          4              0      HT   -27    15      1
 4A000D90   0   7   t    2      10          4              1      HT   -27    16      1
 4A000B8F   0   7   t    2      10          3              0      HT   -23    15      1
 4A000B90   0   7   t    2      10          3              1      HT   -23    16      1
 4A000E0F   0   7   t    2      10          4              2      HT   -28    15      1
 4A000E10   0   7   t    2      10          4              3      HT   -28    16      1
 4A000C0F   0   7   t    2      10          3              2      HT   -24    15      1
 4A000C10   0   7   t    2      10          3              3      HT   -24    16      1
 4A000A10   0   7   t    2      10          1              3      HT   -20    16      1
 4A000990   0   7   t    2      10          1              1      HT   -19    16      1
 4A000A8F   0   7   t    2      10          2              0      HT   -21    15      1
 4A000A90   0   7   t    2      10          2              1      HT   -21    16      1
 4A000A0F   0   7   t    2      10          1              2      HT   -20    15      1
 4A00098F   0   7   t    2      10          1              0      HT   -19    15      1
 4A000B0F   0   7   t    2      10          2              2      HT   -22    15      1
 4A000B10   0   7   t    2      10          2              3      HT   -22    16      1
 4A000E11   0   7   b    2      11          4              2      HT   -28    17      1
 4A000E12   0   7   b    2      11          4              3      HT   -28    18      1
 4A000C11   0   7   b    2      11          3              2      HT   -24    17      1
 4A000C12   0   7   b    2      11          3              3      HT   -24    18      1
 4A000D91   0   7   b    2      11          4              0      HT   -27    17      1
 4A000D92   0   7   b    2      11          4              1      HT   -27    18      1
 4A000B91   0   7   b    2      11          3              0      HT   -23    17      1
 4A000B92   0   7   b    2      11          3              1      HT   -23    18      1
 4A000A12   0   7   b    2      11          1              3      HT   -20    18      1
 4A000992   0   7   b    2      11          1              1      HT   -19    18      1
 4A000B11   0   7   b    2      11          2              2      HT   -22    17      1
 4A000B12   0   7   b    2      11          2              3      HT   -22    18      1
 4A000A11   0   7   b    2      11          1              2      HT   -20    17      1
 4A000991   0   7   b    2      11          1              0      HT   -19    17      1
 4A000A91   0   7   b    2      11          2              0      HT   -21    17      1
 4A000A92   0   7   b    2      11          2              1      HT   -21    18      1
 4A00258B   0  13   t    3       0          6              0      HT    11    11      1
 4A00238B   0  13   t    3       0          4              0      HT     7    11      1
 4A00218B   0  13   t    3       0          2              0      HT     3    11      1
 4A00228B   0  13   t    3       0          3              0      HT     5    11      1
 4A00208B   0  13   t    3       0          1              0      HT     1    11      1
 4A00248B   0  13   t    3       0          5              0      HT     9    11      1
 4A00258C   0  13   t    3       0          6              1      HT    11    12      1
 4A00238C   0  13   t    3       0          4              1      HT     7    12      1
 4A00218C   0  13   t    3       0          2              1      HT     3    12      1
 4A00228C   0  13   t    3       0          3              1      HT     5    12      1
 4A00208C   0  13   t    3       0          1              1      HT     1    12      1
 4A00248C   0  13   t    3       0          5              1      HT     9    12      1
 4A00250B   0  13   t    3       0          5              2      HT    10    11      1
 4A00230B   0  13   t    3       0          3              2      HT     6    11      1
 4A00210B   0  13   t    3       0          1              2      HT     2    11      1
 4A00240B   0  13   t    3       0          4              2      HT     8    11      1
 4A00220B   0  13   t    3       0          2              2      HT     4    11      1
 4A00260B   0  13   t    3       0          6              2      HT    12    11      1
 4A00250C   0  13   t    3       0          5              3      HT    10    12      1
 4A00230C   0  13   t    3       0          3              3      HT     6    12      1
 4A00210C   0  13   t    3       0          1              3      HT     2    12      1
 4A00240C   0  13   t    3       0          4              3      HT     8    12      1
 4A00220C   0  13   t    3       0          2              3      HT     4    12      1
 4A00260C   0  13   t    3       0          6              3      HT    12    12      1
 4A00258D   0  13   b    3       1          6              0      HT    11    13      1
 4A00238D   0  13   b    3       1          4              0      HT     7    13      1
 4A00218D   0  13   b    3       1          2              0      HT     3    13      1
 4A00228D   0  13   b    3       1          3              0      HT     5    13      1
 4A00208D   0  13   b    3       1          1              0      HT     1    13      1
 4A00248D   0  13   b    3       1          5              0      HT     9    13      1
 4A00258E   0  13   b    3       1          6              1      HT    11    14      1
 4A00238E   0  13   b    3       1          4              1      HT     7    14      1
 4A00218E   0  13   b    3       1          2              1      HT     3    14      1
 4A00228E   0  13   b    3       1          3              1      HT     5    14      1
 4A00208E   0  13   b    3       1          1              1      HT     1    14      1
 4A00248E   0  13   b    3       1          5              1      HT     9    14      1
 4A00250D   0  13   b    3       1          5              2      HT    10    13      1
 4A00230D   0  13   b    3       1          3              2      HT     6    13      1
 4A00210D   0  13   b    3       1          1              2      HT     2    13      1
 4A00240D   0  13   b    3       1          4              2      HT     8    13      1
 4A00220D   0  13   b    3       1          2              2      HT     4    13      1
 4A00260D   0  13   b    3       1          6              2      HT    12    13      1
 4A00250E   0  13   b    3       1          5              3      HT    10    14      1
 4A00230E   0  13   b    3       1          3              3      HT     6    14      1
 4A00210E   0  13   b    3       1          1              3      HT     2    14      1
 4A00240E   0  13   b    3       1          4              3      HT     8    14      1
 4A00220E   0  13   b    3       1          2              3      HT     4    14      1
 4A00260E   0  13   b    3       1          6              3      HT    12    14      1
