[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_quark}
400 503 40 41 4 0 100 17.638 21.969
400 503 41 42 4 0 100 13.399 21.614
400 503 42 43 4 0 100 19.648 19.162
400 503 43 44 4 0 100 27.591 21.885
400 503 44 100 4 0 100 21.484 20.951
503 633 0 1 4 0 100 1.378 100.000
503 633 1 2 4 0 100 9.996 18.774
503 633 2 3 4 0 100 6.627 22.613
503 633 3 4 4 0 100 6.119 23.116
503 633 4 5 4 0 100 6.479 22.558
503 633 5 6 4 0 100 6.460 22.702
503 633 6 7 4 0 100 6.803 22.585
503 633 7 8 4 0 100 6.731 22.795
503 633 8 9 4 0 100 6.558 23.004
503 633 9 10 4 0 100 6.765 23.034
503 633 10 11 4 0 100 6.516 23.290
503 633 11 12 4 0 100 6.579 23.080
503 633 12 13 4 0 100 6.946 23.197
503 633 13 14 4 0 100 6.767 23.217
503 633 14 15 4 0 100 6.882 23.403
503 633 15 16 4 0 100 6.956 23.428
503 633 16 17 4 0 100 6.814 23.698
503 633 17 18 4 0 100 6.982 23.716
503 633 18 19 4 0 100 6.974 23.830
503 633 19 20 4 0 100 7.236 23.687
503 633 20 21 4 0 100 7.121 23.894
503 633 21 22 4 0 100 7.283 23.857
503 633 22 23 4 0 100 7.200 24.111
503 633 23 24 4 0 100 7.256 24.118
503 633 24 25 4 0 100 7.249 24.288
503 633 25 26 4 0 100 7.083 24.153
503 633 26 27 4 0 100 7.120 24.349
503 633 27 28 4 0 100 6.964 24.234
503 633 28 29 4 0 100 7.482 24.410
503 633 29 30 4 0 100 7.512 24.701
503 633 30 31 4 0 100 7.830 24.445
503 633 31 32 4 0 100 8.052 24.179
503 633 32 33 4 0 100 8.531 24.042
503 633 33 34 4 0 100 7.703 24.754
503 633 34 35 4 0 100 8.697 24.595
503 633 35 36 4 0 100 8.821 24.383
503 633 36 37 4 0 100 9.155 24.003
503 633 37 38 4 0 100 9.185 23.944
503 633 38 39 4 0 100 10.844 24.701
503 633 39 40 4 0 100 12.492 24.968
503 633 40 41 4 0 100 11.594 23.522
503 633 41 42 4 0 100 18.520 23.202
503 633 42 43 4 0 100 19.806 22.487
503 633 43 44 4 0 100 1.316 100.000
503 633 44 100 4 0 100 41.107 21.508
633 797 0 1 4 0 100 1.356 100.000
633 797 1 2 4 0 100 12.832 21.303
633 797 2 3 4 0 100 7.885 22.585
633 797 3 4 4 0 100 6.516 23.049
633 797 4 5 4 0 100 6.419 23.406
633 797 5 6 4 0 100 6.387 23.637
633 797 6 7 4 0 100 6.554 23.917
633 797 7 8 4 0 100 6.353 23.979
633 797 8 9 4 0 100 6.498 24.058
633 797 9 10 4 0 100 6.569 23.877
633 797 10 11 4 0 100 6.697 23.914
633 797 11 12 4 0 100 6.576 24.131
633 797 12 13 4 0 100 6.606 24.278
633 797 13 14 4 0 100 6.639 24.263
633 797 14 15 4 0 100 6.540 24.349
633 797 15 16 4 0 100 6.661 24.409
633 797 16 17 4 0 100 6.873 24.503
633 797 17 18 4 0 100 6.765 24.529
633 797 18 19 4 0 100 6.756 24.516
633 797 19 20 4 0 100 6.873 24.591
633 797 20 21 4 0 100 6.869 24.760
633 797 21 22 4 0 100 7.007 24.883
633 797 22 23 4 0 100 7.024 24.957
633 797 23 24 4 0 100 7.168 25.113
633 797 24 25 4 0 100 6.980 24.944
633 797 25 26 4 0 100 6.648 25.440
633 797 26 27 4 0 100 7.117 25.510
633 797 27 28 4 0 100 6.994 25.274
633 797 28 29 4 0 100 7.261 25.536
633 797 29 30 4 0 100 7.905 24.848
633 797 30 31 4 0 100 7.180 25.312
633 797 31 32 4 0 100 7.153 26.017
633 797 32 33 4 0 100 8.309 25.283
633 797 33 34 4 0 100 7.928 25.824
633 797 34 35 4 0 100 8.306 26.016
633 797 35 36 4 0 100 8.572 25.976
633 797 36 37 4 0 100 11.008 25.764
633 797 37 38 4 0 100 11.517 23.480
633 797 38 39 4 0 100 12.149 24.021
633 797 39 40 4 0 100 14.560 21.329
633 797 40 41 4 0 100 19.040 24.525
633 797 41 42 4 0 100 49.988 23.352
633 797 42 43 4 0 100 48.088 24.394
633 797 43 44 4 0 100 22.040 21.345
633 797 44 100 4 0 100 1.362 100.000
797 1003 0 1 4 0 100 1.458 100.000
797 1003 1 2 4 0 100 18.735 19.971
797 1003 2 3 4 0 100 8.486 22.889
797 1003 3 4 4 0 100 6.367 24.343
797 1003 4 5 4 0 100 6.405 24.293
797 1003 5 6 4 0 100 6.221 24.646
797 1003 6 7 4 0 100 6.348 24.784
797 1003 7 8 4 0 100 6.212 24.483
797 1003 8 9 4 0 100 6.351 24.766
797 1003 9 10 4 0 100 6.229 24.949
797 1003 10 11 4 0 100 6.550 24.624
797 1003 11 12 4 0 100 6.428 25.054
797 1003 12 13 4 0 100 6.645 24.765
797 1003 13 14 4 0 100 6.371 24.985
797 1003 14 15 4 0 100 6.779 24.955
797 1003 15 16 4 0 100 6.560 25.119
797 1003 16 17 4 0 100 6.721 25.112
797 1003 17 18 4 0 100 6.634 25.380
797 1003 18 19 4 0 100 6.700 25.470
797 1003 19 20 4 0 100 6.947 25.308
797 1003 20 21 4 0 100 6.723 25.670
797 1003 21 22 4 0 100 6.759 25.732
797 1003 22 23 4 0 100 6.704 25.769
797 1003 23 24 4 0 100 7.072 25.981
797 1003 24 25 4 0 100 6.601 26.143
797 1003 25 26 4 0 100 7.098 26.108
797 1003 26 27 4 0 100 6.990 25.614
797 1003 27 28 4 0 100 7.204 26.562
797 1003 28 29 4 0 100 6.685 26.387
797 1003 29 30 4 0 100 7.443 26.394
797 1003 30 31 4 0 100 7.599 25.570
797 1003 31 32 4 0 100 7.406 26.246
797 1003 32 33 4 0 100 8.080 26.326
797 1003 33 34 4 0 100 10.506 26.151
797 1003 34 35 4 0 100 11.230 25.870
797 1003 35 36 4 0 100 12.364 25.496
797 1003 36 37 4 0 100 20.076 24.842
797 1003 37 38 4 0 100 17.694 20.549
797 1003 38 39 4 0 100 21.701 23.698
797 1003 39 40 4 0 100 20.461 23.424
797 1003 40 41 4 0 100 25.377 22.296
797 1003 41 42 4 0 100 50.000 24.215
797 1003 42 43 4 0 100 1.295 100.000
797 1003 43 44 4 0 100 1.391 100.000
797 1003 44 100 4 0 100 1.411 100.000
1003 1262 1 2 4 0 100 20.359 18.579
1003 1262 2 3 4 0 100 10.017 21.897
1003 1262 3 4 4 0 100 7.877 23.659
1003 1262 4 5 4 0 100 6.263 24.778
1003 1262 5 6 4 0 100 5.921 25.183
1003 1262 6 7 4 0 100 6.114 25.330
1003 1262 7 8 4 0 100 6.142 25.494
1003 1262 8 9 4 0 100 6.463 24.950
1003 1262 9 10 4 0 100 6.569 25.158
1003 1262 10 11 4 0 100 6.257 25.338
1003 1262 11 12 4 0 100 6.410 24.903
1003 1262 12 13 4 0 100 6.634 24.905
1003 1262 13 14 4 0 100 6.449 25.424
1003 1262 14 15 4 0 100 6.535 25.204
1003 1262 15 16 4 0 100 6.500 25.535
1003 1262 16 17 4 0 100 6.767 25.368
1003 1262 17 18 4 0 100 7.194 25.291
1003 1262 18 19 4 0 100 6.524 26.401
1003 1262 19 20 4 0 100 6.822 25.964
1003 1262 20 21 4 0 100 6.955 25.598
1003 1262 21 22 4 0 100 7.095 25.651
1003 1262 22 23 4 0 100 6.633 26.543
1003 1262 23 24 4 0 100 6.246 26.495
1003 1262 24 25 4 0 100 6.945 26.392
1003 1262 25 26 4 0 100 6.895 26.333
1003 1262 26 27 4 0 100 7.171 26.229
1003 1262 27 28 4 0 100 7.519 26.187
1003 1262 28 29 4 0 100 8.419 26.797
1003 1262 29 30 4 0 100 9.028 27.119
1003 1262 30 31 4 0 100 11.011 24.126
1003 1262 31 32 4 0 100 9.110 26.990
1003 1262 32 33 4 0 100 12.430 26.294
1003 1262 33 34 4 0 100 10.993 24.960
1003 1262 34 35 4 0 100 28.574 20.797
1003 1262 35 36 4 0 100 15.693 26.319
1003 1262 36 37 4 0 100 28.224 25.174
1003 1262 37 38 4 0 100 39.793 24.001
1003 1262 38 39 4 0 100 1.338 100.000
1003 1262 39 40 4 0 100 32.734 21.257
1003 1262 40 41 4 0 100 50.000 26.203
1003 1262 41 42 4 0 100 1.377 100.000
1003 1262 42 43 4 0 100 1.397 100.000
1003 1262 43 44 4 0 100 1.383 100.000
1003 1262 44 100 4 0 100 1.354 100.000
1262 1589 1 2 4 0 100 50.000 20.532
1262 1589 2 3 4 0 100 10.633 22.334
1262 1589 3 4 4 0 100 9.970 22.377
1262 1589 4 5 4 0 100 7.395 23.197
1262 1589 5 6 4 0 100 7.640 23.944
1262 1589 6 7 4 0 100 6.701 24.732
1262 1589 7 8 4 0 100 7.065 25.064
1262 1589 8 9 4 0 100 6.943 25.130
1262 1589 9 10 4 0 100 6.732 24.859
1262 1589 10 11 4 0 100 6.716 25.260
1262 1589 11 12 4 0 100 6.725 25.041
1262 1589 12 13 4 0 100 5.738 25.865
1262 1589 13 14 4 0 100 6.748 25.510
1262 1589 14 15 4 0 100 6.711 25.555
1262 1589 15 16 4 0 100 6.768 26.021
1262 1589 16 17 4 0 100 6.275 25.792
1262 1589 17 18 4 0 100 6.369 26.042
1262 1589 18 19 4 0 100 6.690 25.974
1262 1589 19 20 4 0 100 6.365 26.257
1262 1589 20 21 4 0 100 7.631 24.922
1262 1589 21 22 4 0 100 6.636 26.442
1262 1589 22 23 4 0 100 6.793 26.489
1262 1589 23 24 4 0 100 7.383 26.257
1262 1589 24 25 4 0 100 7.468 25.228
1262 1589 25 26 4 0 100 8.534 25.423
1262 1589 26 27 4 0 100 11.247 24.347
1262 1589 27 28 4 0 100 8.912 25.915
1262 1589 28 29 4 0 100 12.641 23.707
1262 1589 29 30 4 0 100 12.260 24.148
1262 1589 30 31 4 0 100 13.227 26.382
1262 1589 31 32 4 0 100 17.101 27.605
1262 1589 32 33 4 0 100 27.016 21.588
1262 1589 33 34 4 0 100 5.643 24.909
1262 1589 34 35 4 0 100 1.322 100.000
1262 1589 35 36 4 0 100 30.207 21.625
1262 1589 36 37 4 0 100 50.000 22.073
1262 1589 37 38 4 0 100 1.403 100.000
1262 1589 38 39 4 0 100 1.399 100.000
1262 1589 39 40 4 0 100 1.446 100.000
1262 1589 40 41 4 0 100 1.470 100.000
1262 1589 41 42 4 0 100 1.531 100.000
1262 1589 42 43 4 0 100 1.767 100.000
1262 1589 43 100 4 0 100 1.598 100.000
1589 2000 1 2 4 0 100 1.444 100.000
1589 2000 3 4 4 0 100 50.000 15.111
1589 2000 4 5 4 0 100 11.437 19.107
1589 2000 5 6 4 0 100 19.591 23.185
1589 2000 6 7 4 0 100 8.626 22.676
1589 2000 7 8 4 0 100 9.663 24.601
1589 2000 8 9 4 0 100 8.297 23.010
1589 2000 9 10 4 0 100 8.295 23.430
1589 2000 10 11 4 0 100 6.724 24.558
1589 2000 11 12 4 0 100 8.806 23.577
1589 2000 12 13 4 0 100 7.274 26.201
1589 2000 13 14 4 0 100 7.727 25.088
1589 2000 14 15 4 0 100 8.290 24.031
1589 2000 15 16 4 0 100 8.174 24.121
1589 2000 16 17 4 0 100 7.971 25.074
1589 2000 17 18 4 0 100 8.282 25.052
1589 2000 18 19 4 0 100 8.272 24.877
1589 2000 19 20 4 0 100 8.140 23.626
1589 2000 20 21 4 0 100 9.840 24.663
1589 2000 21 22 4 0 100 8.825 25.284
1589 2000 22 23 4 0 100 10.992 23.104
1589 2000 23 24 4 0 100 18.681 22.021
1589 2000 24 25 4 0 100 14.938 23.242
1589 2000 25 26 4 0 100 14.941 26.371
1589 2000 26 27 4 0 100 12.725 23.097
1589 2000 27 28 4 0 100 50.000 22.427
1589 2000 28 29 4 0 100 50.000 18.439
1589 2000 29 30 4 0 100 1.371 100.000
1589 2000 30 31 4 0 100 50.000 20.061
1589 2000 31 32 4 0 100 1.454 100.000
1589 2000 32 33 4 0 100 1.412 100.000
1589 2000 33 34 4 0 100 1.453 100.000
1589 2000 34 35 4 0 100 1.355 100.000
1589 2000 35 36 4 0 100 1.596 100.000
1589 2000 37 38 4 0 100 1.591 100.000
1589 2000 38 39 4 0 100 1.694 100.000
1589 2000 40 41 4 0 100 1.647 100.000
1589 2000 41 42 4 0 100 1.652 100.000
1589 2000 43 100 4 0 100 1.770 100.000
2000 4000 2 3 4 0 100 1.410 100.000
2000 4000 3 4 4 0 100 1.473 100.000
2000 4000 4 5 4 0 100 1.428 100.000
2000 4000 5 6 4 0 100 1.411 100.000
2000 4000 6 7 4 0 100 1.193 100.000
2000 4000 7 8 4 0 100 25.643 20.613
2000 4000 8 9 4 0 100 34.319 22.771
2000 4000 9 10 4 0 100 23.463 19.310
2000 4000 10 11 4 0 100 50.000 22.152
2000 4000 11 12 4 0 100 50.000 17.233
2000 4000 12 13 4 0 100 16.940 22.106
2000 4000 13 14 4 0 100 5.008 24.391
2000 4000 14 15 4 0 100 1.328 100.000
2000 4000 15 16 4 0 100 1.289 100.000
2000 4000 16 17 4 0 100 50.000 18.319
2000 4000 17 18 4 0 100 4.934 29.819
2000 4000 18 19 4 0 100 22.865 18.510
2000 4000 19 20 4 0 100 1.391 100.000
2000 4000 20 21 4 0 100 50.000 22.547
2000 4000 21 22 4 0 100 1.345 100.000
2000 4000 22 23 4 0 100 1.320 100.000
2000 4000 24 25 4 0 100 1.435 100.000
2000 4000 25 26 4 0 100 1.461 100.000
2000 4000 26 27 4 0 100 1.458 100.000
2000 4000 27 28 4 0 100 1.431 100.000
2000 4000 28 29 4 0 100 1.709 100.000
2000 4000 29 30 4 0 100 1.519 100.000
2000 4000 31 32 4 0 100 1.590 100.000
2000 4000 37 100 4 0 100 1.617 100.000
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_gluon}
20 26 0 1 4 0 100 50.000 8.624
20 26 1 2 4 0 100 13.571 7.672
20 26 2 3 4 0 100 12.318 7.856
20 26 3 4 4 0 100 11.105 7.983
20 26 4 5 4 0 100 9.854 7.966
20 26 5 6 4 0 100 9.459 8.082
20 26 6 7 4 0 100 9.032 8.143
20 26 7 8 4 0 100 8.229 8.144
20 26 8 9 4 0 100 7.986 8.169
20 26 9 10 4 0 100 7.578 8.232
20 26 10 11 4 0 100 7.402 8.249
20 26 11 12 4 0 100 7.053 8.263
20 26 12 13 4 0 100 6.566 8.281
20 26 13 14 4 0 100 6.590 8.318
20 26 14 15 4 0 100 6.418 8.327
20 26 15 16 4 0 100 6.136 8.261
20 26 16 17 4 0 100 5.929 8.300
20 26 17 18 4 0 100 5.896 8.303
20 26 18 19 4 0 100 5.795 8.321
20 26 19 20 4 0 100 5.606 8.359
20 26 20 21 4 0 100 5.813 8.400
20 26 21 22 4 0 100 5.503 8.318
20 26 22 23 4 0 100 5.524 8.346
20 26 23 24 4 0 100 5.598 8.324
20 26 24 25 4 0 100 5.606 8.341
20 26 25 26 4 0 100 6.001 8.316
20 26 26 27 4 0 100 5.755 8.329
20 26 27 28 4 0 100 5.356 8.267
20 26 28 29 4 0 100 5.380 8.282
20 26 29 30 4 0 100 5.967 8.498
20 26 30 31 4 0 100 5.855 8.481
20 26 31 32 4 0 100 5.630 8.342
20 26 32 33 4 0 100 5.330 8.197
20 26 33 34 4 0 100 6.443 8.536
20 26 34 35 4 0 100 6.246 7.722
20 26 35 36 4 0 100 5.740 8.155
20 26 36 37 4 0 100 9.744 8.892
20 26 37 38 4 0 100 6.107 7.656
20 26 38 39 4 0 100 8.084 7.677
20 26 39 40 4 0 100 9.148 7.818
20 26 40 41 4 0 100 9.994 7.722
20 26 41 42 4 0 100 7.178 7.236
20 26 42 43 4 0 100 22.685 8.932
20 26 43 44 4 0 100 1.000 2.613
20 26 44 100 4 0 100 1.000 100.000
26 32 0 1 4 0 100 18.115 8.415
26 32 1 2 4 0 100 15.110 9.095
26 32 2 3 4 0 100 11.635 9.332
26 32 3 4 4 0 100 11.990 9.302
26 32 4 5 4 0 100 12.374 9.527
26 32 5 6 4 0 100 11.452 9.585
26 32 6 7 4 0 100 11.260 9.649
26 32 7 8 4 0 100 10.468 9.705
26 32 8 9 4 0 100 10.148 9.687
26 32 9 10 4 0 100 9.842 9.796
26 32 10 11 4 0 100 9.710 9.772
26 32 11 12 4 0 100 9.420 9.853
26 32 12 13 4 0 100 9.009 9.841
26 32 13 14 4 0 100 9.082 9.905
26 32 14 15 4 0 100 8.704 9.931
26 32 15 16 4 0 100 8.592 9.957
26 32 16 17 4 0 100 8.312 9.918
26 32 17 18 4 0 100 8.277 9.967
26 32 18 19 4 0 100 7.848 10.025
26 32 19 20 4 0 100 8.005 9.952
26 32 20 21 4 0 100 7.662 9.964
26 32 21 22 4 0 100 7.478 10.024
26 32 22 23 4 0 100 7.497 9.996
26 32 23 24 4 0 100 7.432 9.961
26 32 24 25 4 0 100 7.415 10.046
26 32 25 26 4 0 100 7.615 10.079
26 32 26 27 4 0 100 7.364 10.015
26 32 27 28 4 0 100 7.486 10.057
26 32 28 29 4 0 100 6.833 9.926
26 32 29 30 4 0 100 6.939 9.907
26 32 30 31 4 0 100 7.050 9.947
26 32 31 32 4 0 100 7.360 10.024
26 32 32 33 4 0 100 6.917 9.930
26 32 33 34 4 0 100 7.696 9.891
26 32 34 35 4 0 100 7.139 9.742
26 32 35 36 4 0 100 7.679 9.834
26 32 36 37 4 0 100 6.688 9.724
26 32 37 38 4 0 100 8.240 9.627
26 32 38 39 4 0 100 7.455 9.441
26 32 39 40 4 0 100 7.130 9.062
26 32 40 41 4 0 100 6.928 9.349
26 32 41 42 4 0 100 8.799 10.270
26 32 42 43 4 0 100 10.975 9.791
26 32 43 44 4 0 100 20.390 9.556
26 32 44 100 4 0 100 5.799 7.578
32 40 0 1 4 0 100 25.588 9.902
32 40 1 2 4 0 100 17.781 10.323
32 40 2 3 4 0 100 13.233 10.838
32 40 3 4 4 0 100 13.334 10.861
32 40 4 5 4 0 100 12.707 11.030
32 40 5 6 4 0 100 12.999 11.076
32 40 6 7 4 0 100 12.706 11.173
32 40 7 8 4 0 100 12.486 11.260
32 40 8 9 4 0 100 12.164 11.316
32 40 9 10 4 0 100 11.989 11.370
32 40 10 11 4 0 100 11.831 11.425
32 40 11 12 4 0 100 11.736 11.440
32 40 12 13 4 0 100 11.329 11.500
32 40 13 14 4 0 100 11.003 11.520
32 40 14 15 4 0 100 11.209 11.571
32 40 15 16 4 0 100 10.766 11.598
32 40 16 17 4 0 100 10.863 11.613
32 40 17 18 4 0 100 10.512 11.673
32 40 18 19 4 0 100 10.394 11.678
32 40 19 20 4 0 100 10.185 11.680
32 40 20 21 4 0 100 10.049 11.679
32 40 21 22 4 0 100 10.074 11.759
32 40 22 23 4 0 100 9.755 11.718
32 40 23 24 4 0 100 9.920 11.808
32 40 24 25 4 0 100 9.431 11.795
32 40 25 26 4 0 100 9.576 11.815
32 40 26 27 4 0 100 9.385 11.711
32 40 27 28 4 0 100 9.489 11.739
32 40 28 29 4 0 100 8.831 11.733
32 40 29 30 4 0 100 9.200 11.738
32 40 30 31 4 0 100 8.841 11.759
32 40 31 32 4 0 100 8.864 11.595
32 40 32 33 4 0 100 9.644 11.794
32 40 33 34 4 0 100 8.254 11.592
32 40 34 35 4 0 100 9.324 11.598
32 40 35 36 4 0 100 8.603 11.584
32 40 36 37 4 0 100 9.213 11.392
32 40 37 38 4 0 100 11.266 11.881
32 40 38 39 4 0 100 11.171 11.364
32 40 39 40 4 0 100 10.630 11.346
32 40 40 41 4 0 100 16.633 11.421
32 40 41 42 4 0 100 14.092 12.519
32 40 42 43 4 0 100 13.468 12.216
32 40 43 44 4 0 100 9.431 10.686
32 40 44 100 4 0 100 15.034 11.252
40 51 0 1 4 0 100 24.139 10.462
40 51 1 2 4 0 100 13.863 12.129
40 51 2 3 4 0 100 14.895 12.440
40 51 3 4 4 0 100 14.050 12.617
40 51 4 5 4 0 100 13.831 12.819
40 51 5 6 4 0 100 13.690 12.892
40 51 6 7 4 0 100 13.538 12.978
40 51 7 8 4 0 100 13.538 13.054
40 51 8 9 4 0 100 13.363 13.096
40 51 9 10 4 0 100 13.474 13.212
40 51 10 11 4 0 100 13.536 13.272
40 51 11 12 4 0 100 13.107 13.280
40 51 12 13 4 0 100 12.899 13.361
40 51 13 14 4 0 100 13.008 13.431
40 51 14 15 4 0 100 12.857 13.466
40 51 15 16 4 0 100 12.912 13.486
40 51 16 17 4 0 100 12.815 13.511
40 51 17 18 4 0 100 12.764 13.588
40 51 18 19 4 0 100 12.350 13.593
40 51 19 20 4 0 100 12.560 13.624
40 51 20 21 4 0 100 12.890 13.695
40 51 21 22 4 0 100 12.125 13.724
40 51 22 23 4 0 100 12.129 13.774
40 51 23 24 4 0 100 12.195 13.811
40 51 24 25 4 0 100 12.098 13.826
40 51 25 26 4 0 100 11.920 13.815
40 51 26 27 4 0 100 11.926 13.848
40 51 27 28 4 0 100 12.356 13.862
40 51 28 29 4 0 100 11.994 13.851
40 51 29 30 4 0 100 11.790 13.923
40 51 30 31 4 0 100 11.701 13.979
40 51 31 32 4 0 100 11.916 13.938
40 51 32 33 4 0 100 11.746 13.882
40 51 33 34 4 0 100 11.924 13.866
40 51 34 35 4 0 100 11.287 13.859
40 51 35 36 4 0 100 12.007 14.021
40 51 36 37 4 0 100 12.188 13.944
40 51 37 38 4 0 100 11.921 14.087
40 51 38 39 4 0 100 12.213 13.634
40 51 39 40 4 0 100 11.269 13.725
40 51 40 41 4 0 100 8.610 13.442
40 51 41 42 4 0 100 12.891 13.609
40 51 42 43 4 0 100 14.310 13.133
40 51 43 44 4 0 100 14.643 13.327
40 51 44 100 4 0 100 13.563 13.192
51 64 0 1 4 0 100 50.000 14.996
51 64 1 2 4 0 100 16.865 13.947
51 64 2 3 4 0 100 14.285 14.285
51 64 3 4 4 0 100 14.593 14.651
51 64 4 5 4 0 100 13.769 14.643
51 64 5 6 4 0 100 14.134 14.770
51 64 6 7 4 0 100 14.001 14.898
51 64 7 8 4 0 100 14.187 14.974
51 64 8 9 4 0 100 13.966 15.015
51 64 9 10 4 0 100 14.110 15.147
51 64 10 11 4 0 100 14.078 15.188
51 64 11 12 4 0 100 14.004 15.319
51 64 12 13 4 0 100 14.061 15.302
51 64 13 14 4 0 100 14.012 15.373
51 64 14 15 4 0 100 14.084 15.443
51 64 15 16 4 0 100 14.147 15.492
51 64 16 17 4 0 100 13.922 15.560
51 64 17 18 4 0 100 13.762 15.568
51 64 18 19 4 0 100 13.659 15.615
51 64 19 20 4 0 100 13.831 15.650
51 64 20 21 4 0 100 13.899 15.742
51 64 21 22 4 0 100 13.855 15.748
51 64 22 23 4 0 100 14.120 15.827
51 64 23 24 4 0 100 13.963 15.827
51 64 24 25 4 0 100 13.640 15.883
51 64 25 26 4 0 100 13.843 15.918
51 64 26 27 4 0 100 13.849 15.950
51 64 27 28 4 0 100 13.782 15.937
51 64 28 29 4 0 100 13.904 15.929
51 64 29 30 4 0 100 13.387 15.946
51 64 30 31 4 0 100 13.161 15.940
51 64 31 32 4 0 100 13.976 16.087
51 64 32 33 4 0 100 13.296 15.955
51 64 33 34 4 0 100 13.853 16.294
51 64 34 35 4 0 100 12.805 15.929
51 64 35 36 4 0 100 12.247 15.914
51 64 36 37 4 0 100 13.265 16.154
51 64 37 38 4 0 100 14.099 16.286
51 64 38 39 4 0 100 14.481 16.348
51 64 39 40 4 0 100 13.717 16.162
51 64 40 41 4 0 100 14.758 15.590
51 64 41 42 4 0 100 17.197 15.694
51 64 42 43 4 0 100 16.318 16.225
51 64 43 44 4 0 100 19.925 15.907
51 64 44 100 4 0 100 20.576 15.923
64 80 0 1 4 0 100 28.527 14.894
64 80 1 2 4 0 100 14.802 15.898
64 80 2 3 4 0 100 14.115 16.161
64 80 3 4 4 0 100 13.827 16.448
64 80 4 5 4 0 100 14.509 16.615
64 80 5 6 4 0 100 13.749 16.706
64 80 6 7 4 0 100 14.027 16.832
64 80 7 8 4 0 100 13.905 16.908
64 80 8 9 4 0 100 14.099 16.988
64 80 9 10 4 0 100 14.125 17.075
64 80 10 11 4 0 100 13.860 17.161
64 80 11 12 4 0 100 13.996 17.226
64 80 12 13 4 0 100 14.103 17.269
64 80 13 14 4 0 100 14.177 17.369
64 80 14 15 4 0 100 14.407 17.449
64 80 15 16 4 0 100 14.388 17.467
64 80 16 17 4 0 100 14.135 17.495
64 80 17 18 4 0 100 14.039 17.589
64 80 18 19 4 0 100 14.038 17.572
64 80 19 20 4 0 100 14.358 17.676
64 80 20 21 4 0 100 14.277 17.746
64 80 21 22 4 0 100 14.693 17.727
64 80 22 23 4 0 100 14.301 17.784
64 80 23 24 4 0 100 14.028 17.814
64 80 24 25 4 0 100 13.997 17.790
64 80 25 26 4 0 100 14.421 17.839
64 80 26 27 4 0 100 14.296 17.913
64 80 27 28 4 0 100 14.537 17.935
64 80 28 29 4 0 100 14.166 18.096
64 80 29 30 4 0 100 14.203 18.003
64 80 30 31 4 0 100 14.369 18.080
64 80 31 32 4 0 100 15.579 18.205
64 80 32 33 4 0 100 14.416 18.189
64 80 33 34 4 0 100 13.930 18.277
64 80 34 35 4 0 100 14.049 18.122
64 80 35 36 4 0 100 14.458 18.190
64 80 36 37 4 0 100 12.812 18.180
64 80 37 38 4 0 100 14.286 18.070
64 80 38 39 4 0 100 15.658 18.539
64 80 39 40 4 0 100 15.852 18.305
64 80 40 41 4 0 100 14.988 18.180
64 80 41 42 4 0 100 14.171 18.136
64 80 42 43 4 0 100 16.180 18.571
64 80 43 44 4 0 100 15.580 17.928
64 80 44 100 4 0 100 27.014 17.741
80 101 0 1 4 0 100 29.846 17.275
80 101 1 2 4 0 100 14.466 17.854
80 101 2 3 4 0 100 12.909 18.258
80 101 3 4 4 0 100 12.989 18.467
80 101 4 5 4 0 100 13.105 18.605
80 101 5 6 4 0 100 13.432 18.729
80 101 6 7 4 0 100 13.651 18.768
80 101 7 8 4 0 100 13.496 18.964
80 101 8 9 4 0 100 13.477 19.102
80 101 9 10 4 0 100 13.631 19.092
80 101 10 11 4 0 100 13.684 19.295
80 101 11 12 4 0 100 13.754 19.305
80 101 12 13 4 0 100 13.610 19.387
80 101 13 14 4 0 100 13.802 19.404
80 101 14 15 4 0 100 13.795 19.538
80 101 15 16 4 0 100 14.045 19.542
80 101 16 17 4 0 100 13.805 19.625
80 101 17 18 4 0 100 14.047 19.683
80 101 18 19 4 0 100 14.068 19.753
80 101 19 20 4 0 100 14.123 19.747
80 101 20 21 4 0 100 13.693 19.772
80 101 21 22 4 0 100 13.978 19.804
80 101 22 23 4 0 100 14.335 19.883
80 101 23 24 4 0 100 14.239 19.956
80 101 24 25 4 0 100 14.007 19.962
80 101 25 26 4 0 100 14.330 20.024
80 101 26 27 4 0 100 14.141 20.007
80 101 27 28 4 0 100 13.769 20.037
80 101 28 29 4 0 100 14.418 20.152
80 101 29 30 4 0 100 14.865 20.143
80 101 30 31 4 0 100 14.161 20.104
80 101 31 32 4 0 100 14.890 20.347
80 101 32 33 4 0 100 14.457 20.336
80 101 33 34 4 0 100 14.122 20.194
80 101 34 35 4 0 100 14.882 20.387
80 101 35 36 4 0 100 14.916 20.243
80 101 36 37 4 0 100 16.017 20.235
80 101 37 38 4 0 100 14.554 20.188
80 101 38 39 4 0 100 15.666 20.369
80 101 39 40 4 0 100 15.457 20.453
80 101 40 41 4 0 100 15.782 20.369
80 101 41 42 4 0 100 18.250 20.159
80 101 42 43 4 0 100 22.350 20.093
80 101 43 44 4 0 100 21.094 20.018
