[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_quark}
400 503 41 42 4 0 100 100.000 4.741
400 503 42 43 4 0 100 100.000 4.662
400 503 43 44 4 0 100 100.000 4.708
400 503 44 100 4 0 100 100.000 4.460
503 633 0 1 4 0 100 4.268 100.000
503 633 1 2 4 0 100 85.847 5.053
503 633 2 3 4 0 100 51.660 4.917
503 633 3 4 4 0 100 50.149 4.920
503 633 4 5 4 0 100 51.917 4.946
503 633 5 6 4 0 100 52.808 4.966
503 633 6 7 4 0 100 52.289 4.952
503 633 7 8 4 0 100 51.877 4.952
503 633 8 9 4 0 100 52.296 4.948
503 633 9 10 4 0 100 52.486 4.959
503 633 10 11 4 0 100 53.124 4.957
503 633 11 12 4 0 100 52.301 4.960
503 633 12 13 4 0 100 54.008 4.956
503 633 13 14 4 0 100 52.823 4.967
503 633 14 15 4 0 100 54.084 4.948
503 633 15 16 4 0 100 55.020 4.948
503 633 16 17 4 0 100 51.403 4.942
503 633 17 18 4 0 100 54.057 4.939
503 633 18 19 4 0 100 54.599 4.931
503 633 19 20 4 0 100 56.158 4.933
503 633 20 21 4 0 100 56.863 4.942
503 633 21 22 4 0 100 56.643 4.926
503 633 22 23 4 0 100 57.730 4.919
503 633 23 24 4 0 100 56.417 4.927
503 633 24 25 4 0 100 54.125 4.899
503 633 25 26 4 0 100 54.102 4.917
503 633 26 27 4 0 100 56.672 4.890
503 633 27 28 4 0 100 56.175 4.905
503 633 28 29 4 0 100 64.382 4.908
503 633 29 30 4 0 100 60.927 4.902
503 633 30 31 4 0 100 58.558 4.873
503 633 31 32 4 0 100 60.541 4.885
503 633 32 33 4 0 100 66.889 4.902
503 633 33 34 4 0 100 69.170 4.921
503 633 34 35 4 0 100 70.308 4.890
503 633 35 36 4 0 100 63.557 4.887
503 633 36 37 4 0 100 80.635 4.840
503 633 37 38 4 0 100 88.346 4.904
503 633 38 39 4 0 100 98.355 4.807
503 633 39 40 4 0 100 80.988 4.786
503 633 40 41 4 0 100 100.000 4.552
503 633 41 42 4 0 100 100.000 5.056
503 633 42 43 4 0 100 100.000 4.747
503 633 43 44 4 0 100 100.000 4.764
503 633 44 100 4 0 100 100.000 4.993
633 797 0 1 4 0 100 4.412 99.998
633 797 1 2 4 0 100 100.000 5.218
633 797 2 3 4 0 100 61.582 5.132
633 797 3 4 4 0 100 58.823 5.137
633 797 4 5 4 0 100 56.705 5.130
633 797 5 6 4 0 100 54.301 5.128
633 797 6 7 4 0 100 54.394 5.115
633 797 7 8 4 0 100 56.112 5.124
633 797 8 9 4 0 100 55.009 5.128
633 797 9 10 4 0 100 56.422 5.136
633 797 10 11 4 0 100 56.667 5.138
633 797 11 12 4 0 100 57.532 5.148
633 797 12 13 4 0 100 56.566 5.131
633 797 13 14 4 0 100 55.412 5.119
633 797 14 15 4 0 100 56.982 5.133
633 797 15 16 4 0 100 61.291 5.147
633 797 16 17 4 0 100 59.247 5.115
633 797 17 18 4 0 100 57.321 5.131
633 797 18 19 4 0 100 59.255 5.122
633 797 19 20 4 0 100 62.084 5.134
633 797 20 21 4 0 100 59.255 5.108
633 797 21 22 4 0 100 58.423 5.109
633 797 22 23 4 0 100 61.157 5.121
633 797 23 24 4 0 100 61.846 5.108
633 797 24 25 4 0 100 60.538 5.106
633 797 25 26 4 0 100 62.144 5.118
633 797 26 27 4 0 100 63.760 5.107
633 797 27 28 4 0 100 68.749 5.097
633 797 28 29 4 0 100 62.560 5.070
633 797 29 30 4 0 100 68.299 5.076
633 797 30 31 4 0 100 67.566 5.098
633 797 31 32 4 0 100 64.274 5.070
633 797 32 33 4 0 100 69.730 5.050
633 797 33 34 4 0 100 69.882 5.017
633 797 34 35 4 0 100 92.068 5.090
633 797 35 36 4 0 100 91.464 5.045
633 797 36 37 4 0 100 100.000 5.143
633 797 37 38 4 0 100 95.043 5.083
633 797 38 39 4 0 100 100.000 5.346
633 797 39 40 4 0 100 100.000 5.269
633 797 40 41 4 0 100 57.399 20.622
633 797 41 42 4 0 100 100.000 5.195
633 797 42 43 4 0 100 100.000 5.201
633 797 43 44 4 0 100 17.498 59.322
633 797 44 100 4 0 100 3.349 100.000
797 1003 0 1 4 0 100 17.307 40.978
797 1003 1 2 4 0 100 100.000 5.665
797 1003 2 3 4 0 100 70.768 5.257
797 1003 3 4 4 0 100 59.591 5.278
797 1003 4 5 4 0 100 62.855 5.320
797 1003 5 6 4 0 100 58.762 5.290
797 1003 6 7 4 0 100 61.099 5.295
797 1003 7 8 4 0 100 59.322 5.316
797 1003 8 9 4 0 100 58.856 5.316
797 1003 9 10 4 0 100 58.377 5.297
797 1003 10 11 4 0 100 60.320 5.322
797 1003 11 12 4 0 100 60.172 5.311
797 1003 12 13 4 0 100 62.966 5.319
797 1003 13 14 4 0 100 62.507 5.328
797 1003 14 15 4 0 100 62.045 5.328
797 1003 15 16 4 0 100 62.266 5.320
797 1003 16 17 4 0 100 65.348 5.323
797 1003 17 18 4 0 100 61.670 5.309
797 1003 18 19 4 0 100 63.063 5.300
797 1003 19 20 4 0 100 62.906 5.318
797 1003 20 21 4 0 100 65.242 5.295
797 1003 21 22 4 0 100 69.181 5.314
797 1003 22 23 4 0 100 66.351 5.300
797 1003 23 24 4 0 100 68.677 5.282
797 1003 24 25 4 0 100 64.040 5.276
797 1003 25 26 4 0 100 66.075 5.275
797 1003 26 27 4 0 100 68.796 5.311
797 1003 27 28 4 0 100 68.804 5.253
797 1003 28 29 4 0 100 74.134 5.264
797 1003 29 30 4 0 100 79.944 5.268
797 1003 30 31 4 0 100 87.027 5.334
797 1003 31 32 4 0 100 75.545 5.259
797 1003 32 33 4 0 100 84.656 5.239
797 1003 33 34 4 0 100 100.000 5.211
797 1003 34 35 4 0 100 100.000 5.302
797 1003 35 36 4 0 100 91.717 5.182
797 1003 36 37 4 0 100 94.971 5.115
797 1003 37 38 4 0 100 100.000 5.148
797 1003 38 39 4 0 100 100.000 5.351
797 1003 39 40 4 0 100 100.000 5.302
797 1003 40 41 4 0 100 100.000 5.458
797 1003 41 42 4 0 100 61.888 5.016
797 1003 42 43 4 0 100 100.000 5.424
797 1003 43 44 4 0 100 100.000 5.260
797 1003 44 100 4 0 100 3.742 100.000
1003 1262 1 2 4 0 100 100.000 5.656
1003 1262 2 3 4 0 100 86.999 5.442
1003 1262 3 4 4 0 100 75.868 5.512
1003 1262 4 5 4 0 100 64.991 5.476
1003 1262 5 6 4 0 100 66.932 5.518
1003 1262 6 7 4 0 100 63.266 5.472
1003 1262 7 8 4 0 100 64.342 5.461
1003 1262 8 9 4 0 100 67.154 5.518
1003 1262 9 10 4 0 100 66.049 5.500
1003 1262 10 11 4 0 100 60.900 5.504
1003 1262 11 12 4 0 100 69.136 5.517
1003 1262 12 13 4 0 100 66.050 5.516
1003 1262 13 14 4 0 100 69.309 5.511
1003 1262 14 15 4 0 100 65.870 5.501
1003 1262 15 16 4 0 100 64.411 5.518
1003 1262 16 17 4 0 100 71.842 5.530
1003 1262 17 18 4 0 100 66.443 5.499
1003 1262 18 19 4 0 100 69.254 5.506
1003 1262 19 20 4 0 100 69.956 5.502
1003 1262 20 21 4 0 100 70.183 5.500
1003 1262 21 22 4 0 100 68.308 5.496
1003 1262 22 23 4 0 100 74.443 5.489
1003 1262 23 24 4 0 100 63.642 5.491
1003 1262 24 25 4 0 100 79.262 5.487
1003 1262 25 26 4 0 100 75.883 5.472
1003 1262 26 27 4 0 100 83.930 5.504
1003 1262 27 28 4 0 100 71.053 5.447
1003 1262 28 29 4 0 100 87.083 5.440
1003 1262 29 30 4 0 100 90.777 5.347
1003 1262 30 31 4 0 100 100.000 5.487
1003 1262 31 32 4 0 100 100.000 5.377
1003 1262 32 33 4 0 100 100.000 5.532
1003 1262 33 34 4 0 100 100.000 5.289
1003 1262 34 35 4 0 100 100.000 5.302
1003 1262 35 36 4 0 100 100.000 5.671
1003 1262 36 37 4 0 100 100.000 5.397
1003 1262 37 38 4 0 100 100.000 5.498
1003 1262 38 39 4 0 100 23.854 21.565
1003 1262 39 40 4 0 100 100.000 5.426
1003 1262 40 41 4 0 100 3.618 100.000
1003 1262 41 42 4 0 100 4.330 100.000
1003 1262 42 43 4 0 100 13.954 34.496
1003 1262 43 44 4 0 100 4.587 100.000
1003 1262 44 100 4 0 100 4.744 99.999
1262 1589 1 2 4 0 100 22.604 22.886
1262 1589 2 3 4 0 100 100.000 5.693
1262 1589 3 4 4 0 100 100.000 5.585
1262 1589 4 5 4 0 100 100.000 5.651
1262 1589 5 6 4 0 100 69.934 5.708
1262 1589 6 7 4 0 100 65.491 5.654
1262 1589 7 8 4 0 100 65.731 5.680
1262 1589 8 9 4 0 100 76.860 5.697
1262 1589 9 10 4 0 100 72.534 5.695
1262 1589 10 11 4 0 100 77.724 5.693
1262 1589 11 12 4 0 100 73.620 5.700
1262 1589 12 13 4 0 100 75.217 5.717
1262 1589 13 14 4 0 100 72.164 5.705
1262 1589 14 15 4 0 100 76.057 5.701
1262 1589 15 16 4 0 100 69.262 5.686
1262 1589 16 17 4 0 100 72.869 5.691
1262 1589 17 18 4 0 100 76.066 5.684
1262 1589 18 19 4 0 100 79.782 5.665
1262 1589 19 20 4 0 100 72.801 5.631
1262 1589 20 21 4 0 100 89.844 5.744
1262 1589 21 22 4 0 100 86.723 5.711
1262 1589 22 23 4 0 100 75.490 5.630
1262 1589 23 24 4 0 100 95.980 5.712
1262 1589 24 25 4 0 100 88.879 5.671
1262 1589 25 26 4 0 100 100.000 5.737
1262 1589 26 27 4 0 100 100.000 5.633
1262 1589 27 28 4 0 100 100.000 5.789
1262 1589 28 29 4 0 100 100.000 5.546
1262 1589 29 30 4 0 100 100.000 5.570
1262 1589 30 31 4 0 100 100.000 5.744
1262 1589 31 32 4 0 100 100.000 5.565
1262 1589 32 33 4 0 100 2.604 100.000
1262 1589 33 34 4 0 100 2.800 100.000
1262 1589 34 35 4 0 100 100.000 5.760
1262 1589 35 36 4 0 100 100.000 5.830
1262 1589 36 37 4 0 100 3.579 100.000
1262 1589 37 38 4 0 100 3.193 99.996
1262 1589 38 39 4 0 100 15.867 71.410
1262 1589 39 40 4 0 100 4.274 100.000
1262 1589 40 41 4 0 100 5.114 99.994
1262 1589 41 42 4 0 100 4.453 100.000
1262 1589 43 100 4 0 100 6.471 100.000
1589 2000 1 2 4 0 100 4.676 100.000
1589 2000 3 4 4 0 100 100.000 5.795
1589 2000 4 5 4 0 100 91.513 28.597
1589 2000 5 6 4 0 100 100.000 5.946
1589 2000 6 7 4 0 100 100.000 5.757
1589 2000 7 8 4 0 100 93.675 5.879
1589 2000 8 9 4 0 100 100.000 5.875
1589 2000 9 10 4 0 100 100.000 5.827
1589 2000 10 11 4 0 100 96.648 5.936
1589 2000 11 12 4 0 100 96.243 5.899
1589 2000 12 13 4 0 100 95.682 5.873
1589 2000 13 14 4 0 100 82.620 5.767
1589 2000 14 15 4 0 100 100.000 5.863
1589 2000 15 16 4 0 100 91.276 5.749
1589 2000 16 17 4 0 100 100.000 5.835
1589 2000 17 18 4 0 100 100.000 5.816
1589 2000 18 19 4 0 100 100.000 5.900
1589 2000 19 20 4 0 100 89.722 5.825
1589 2000 20 21 4 0 100 100.000 5.743
1589 2000 21 22 4 0 100 100.000 5.774
1589 2000 22 23 4 0 100 100.000 5.984
1589 2000 23 24 4 0 100 100.000 5.916
1589 2000 24 25 4 0 100 100.000 5.908
1589 2000 25 26 4 0 100 100.000 5.543
1589 2000 26 27 4 0 100 2.385 85.955
1589 2000 27 28 4 0 100 100.000 5.785
1589 2000 28 29 4 0 100 31.891 28.609
1589 2000 29 30 4 0 100 78.933 5.901
1589 2000 30 31 4 0 100 4.454 100.000
1589 2000 31 32 4 0 100 17.662 24.022
1589 2000 32 33 4 0 100 3.681 100.000
1589 2000 34 35 4 0 100 4.281 100.000
1589 2000 35 36 4 0 100 5.157 99.997
1589 2000 37 38 4 0 100 5.450 100.000
1589 2000 38 100 4 0 100 7.114 80.763
2000 4000 2 3 4 0 100 5.262 99.994
2000 4000 4 5 4 0 100 4.162 100.000
2000 4000 5 6 4 0 100 4.017 100.000
2000 4000 6 7 4 0 100 3.258 100.000
2000 4000 7 8 4 0 100 2.844 100.000
2000 4000 8 9 4 0 100 2.785 91.817
2000 4000 9 10 4 0 100 2.578 90.497
2000 4000 11 12 4 0 100 2.958 94.688
2000 4000 12 13 4 0 100 100.000 6.149
2000 4000 13 14 4 0 100 3.552 72.056
2000 4000 14 15 4 0 100 2.795 100.000
2000 4000 15 16 4 0 100 3.172 68.080
2000 4000 16 17 4 0 100 3.038 100.000
2000 4000 17 18 4 0 100 2.749 100.000
2000 4000 18 19 4 0 100 2.749 99.996
2000 4000 19 20 4 0 100 3.005 100.000
2000 4000 20 21 4 0 100 3.658 100.000
2000 4000 21 22 4 0 100 3.648 100.000
2000 4000 22 23 4 0 100 3.137 100.000
2000 4000 24 25 4 0 100 4.097 100.000
2000 4000 26 27 4 0 100 5.255 100.000
2000 4000 27 28 4 0 100 44.126 16.739
2000 4000 28 29 4 0 100 7.772 79.732
2000 4000 29 30 4 0 100 4.783 100.000
2000 4000 37 100 4 0 100 10.358 52.582
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_gluon}
20 26 0 1 4 0 100 100.000 2.579
20 26 1 2 4 0 100 45.001 2.646
20 26 2 3 4 0 100 36.520 2.629
20 26 3 4 4 0 100 35.978 2.605
20 26 4 5 4 0 100 34.688 2.601
20 26 5 6 4 0 100 35.415 2.590
20 26 6 7 4 0 100 36.431 2.576
20 26 7 8 4 0 100 35.663 2.574
20 26 8 9 4 0 100 36.275 2.572
20 26 9 10 4 0 100 37.049 2.562
20 26 10 11 4 0 100 37.501 2.557
20 26 11 12 4 0 100 36.679 2.562
20 26 12 13 4 0 100 37.442 2.558
20 26 13 14 4 0 100 38.094 2.557
20 26 14 15 4 0 100 38.432 2.559
20 26 15 16 4 0 100 38.788 2.561
20 26 16 17 4 0 100 40.134 2.557
20 26 17 18 4 0 100 39.428 2.562
20 26 18 19 4 0 100 40.786 2.557
20 26 19 20 4 0 100 39.045 2.562
20 26 20 21 4 0 100 40.723 2.557
20 26 21 22 4 0 100 40.687 2.556
20 26 22 23 4 0 100 40.540 2.563
20 26 23 24 4 0 100 42.215 2.571
20 26 24 25 4 0 100 41.968 2.555
20 26 25 26 4 0 100 42.824 2.568
20 26 26 27 4 0 100 41.486 2.572
20 26 27 28 4 0 100 42.527 2.564
20 26 28 29 4 0 100 41.689 2.574
20 26 29 30 4 0 100 43.244 2.576
20 26 30 31 4 0 100 45.266 2.571
20 26 31 32 4 0 100 44.843 2.569
20 26 32 33 4 0 100 45.064 2.562
20 26 33 34 4 0 100 42.969 2.564
20 26 34 35 4 0 100 45.734 2.576
20 26 35 36 4 0 100 49.375 2.573
20 26 36 37 4 0 100 52.016 2.509
20 26 37 38 4 0 100 48.006 2.564
20 26 38 39 4 0 100 51.470 2.588
20 26 39 40 4 0 100 73.078 2.483
20 26 40 41 4 0 100 100.000 2.539
20 26 41 42 4 0 100 58.707 2.621
20 26 42 43 4 0 100 96.017 2.570
20 26 43 44 4 0 100 96.653 2.481
20 26 44 100 4 0 100 100.000 2.532
26 32 0 1 4 0 100 100.000 2.473
26 32 1 2 4 0 100 40.576 2.738
26 32 2 3 4 0 100 38.453 2.674
26 32 3 4 4 0 100 35.352 2.681
26 32 4 5 4 0 100 36.667 2.667
26 32 5 6 4 0 100 37.837 2.644
26 32 6 7 4 0 100 37.454 2.651
26 32 7 8 4 0 100 37.146 2.640
26 32 8 9 4 0 100 37.975 2.640
26 32 9 10 4 0 100 38.019 2.625
26 32 10 11 4 0 100 39.249 2.631
26 32 11 12 4 0 100 38.998 2.638
26 32 12 13 4 0 100 40.254 2.625
26 32 13 14 4 0 100 39.359 2.627
26 32 14 15 4 0 100 39.980 2.627
26 32 15 16 4 0 100 41.020 2.630
26 32 16 17 4 0 100 41.009 2.627
26 32 17 18 4 0 100 40.460 2.624
26 32 18 19 4 0 100 40.794 2.626
26 32 19 20 4 0 100 42.285 2.623
26 32 20 21 4 0 100 42.276 2.630
26 32 21 22 4 0 100 41.481 2.621
26 32 22 23 4 0 100 41.535 2.631
26 32 23 24 4 0 100 42.325 2.623
26 32 24 25 4 0 100 42.079 2.616
26 32 25 26 4 0 100 43.738 2.621
26 32 26 27 4 0 100 46.366 2.636
26 32 27 28 4 0 100 43.287 2.638
26 32 28 29 4 0 100 43.306 2.639
26 32 29 30 4 0 100 45.539 2.617
26 32 30 31 4 0 100 41.781 2.646
26 32 31 32 4 0 100 46.105 2.635
26 32 32 33 4 0 100 50.463 2.648
26 32 33 34 4 0 100 43.962 2.619
26 32 34 35 4 0 100 43.802 2.652
26 32 35 36 4 0 100 48.115 2.636
26 32 36 37 4 0 100 49.644 2.619
26 32 37 38 4 0 100 53.555 2.629
26 32 38 39 4 0 100 59.214 2.598
26 32 39 40 4 0 100 61.128 2.633
26 32 40 41 4 0 100 71.826 2.615
26 32 41 42 4 0 100 65.992 2.589
26 32 42 43 4 0 100 75.279 2.576
26 32 43 44 4 0 100 95.476 2.648
26 32 44 100 4 0 100 88.429 2.736
32 40 0 1 4 0 100 100.000 2.775
32 40 1 2 4 0 100 47.753 2.710
32 40 2 3 4 0 100 38.200 2.742
32 40 3 4 4 0 100 38.636 2.736
32 40 4 5 4 0 100 38.475 2.731
32 40 5 6 4 0 100 39.448 2.716
32 40 6 7 4 0 100 40.973 2.716
32 40 7 8 4 0 100 39.485 2.716
32 40 8 9 4 0 100 39.962 2.706
32 40 9 10 4 0 100 40.676 2.706
32 40 10 11 4 0 100 40.386 2.704
32 40 11 12 4 0 100 40.842 2.710
32 40 12 13 4 0 100 40.420 2.704
32 40 13 14 4 0 100 40.648 2.703
32 40 14 15 4 0 100 41.709 2.702
32 40 15 16 4 0 100 41.764 2.696
32 40 16 17 4 0 100 42.645 2.701
32 40 17 18 4 0 100 41.185 2.700
32 40 18 19 4 0 100 41.950 2.702
32 40 19 20 4 0 100 42.639 2.702
32 40 20 21 4 0 100 44.149 2.699
32 40 21 22 4 0 100 42.514 2.701
32 40 22 23 4 0 100 43.030 2.698
32 40 23 24 4 0 100 41.799 2.706
32 40 24 25 4 0 100 42.786 2.700
32 40 25 26 4 0 100 42.069 2.696
32 40 26 27 4 0 100 44.699 2.707
32 40 27 28 4 0 100 44.664 2.709
32 40 28 29 4 0 100 45.585 2.689
32 40 29 30 4 0 100 42.932 2.696
32 40 30 31 4 0 100 45.079 2.708
32 40 31 32 4 0 100 49.170 2.714
32 40 32 33 4 0 100 42.807 2.709
32 40 33 34 4 0 100 43.554 2.722
32 40 34 35 4 0 100 42.852 2.729
32 40 35 36 4 0 100 47.083 2.703
32 40 36 37 4 0 100 49.673 2.726
32 40 37 38 4 0 100 48.572 2.709
32 40 38 39 4 0 100 51.811 2.732
32 40 39 40 4 0 100 67.086 2.715
32 40 40 41 4 0 100 55.643 2.725
32 40 41 42 4 0 100 77.056 2.730
32 40 42 43 4 0 100 93.907 2.710
32 40 43 44 4 0 100 100.000 2.725
32 40 44 100 4 0 100 100.000 2.787
40 51 0 1 4 0 100 100.000 2.821
40 51 1 2 4 0 100 60.823 2.850
40 51 2 3 4 0 100 42.259 2.842
40 51 3 4 4 0 100 42.003 2.820
40 51 4 5 4 0 100 41.858 2.818
40 51 5 6 4 0 100 40.655 2.809
40 51 6 7 4 0 100 41.542 2.806
40 51 7 8 4 0 100 41.597 2.802
40 51 8 9 4 0 100 41.057 2.801
40 51 9 10 4 0 100 41.845 2.793
40 51 10 11 4 0 100 41.658 2.794
40 51 11 12 4 0 100 41.172 2.792
40 51 12 13 4 0 100 42.526 2.790
40 51 13 14 4 0 100 42.421 2.799
40 51 14 15 4 0 100 42.307 2.796
40 51 15 16 4 0 100 42.414 2.792
40 51 16 17 4 0 100 42.615 2.790
40 51 17 18 4 0 100 43.775 2.787
40 51 18 19 4 0 100 43.502 2.792
40 51 19 20 4 0 100 42.198 2.787
40 51 20 21 4 0 100 43.983 2.785
40 51 21 22 4 0 100 44.099 2.786
40 51 22 23 4 0 100 44.012 2.785
40 51 23 24 4 0 100 43.412 2.795
40 51 24 25 4 0 100 43.299 2.790
40 51 25 26 4 0 100 44.097 2.789
40 51 26 27 4 0 100 46.093 2.784
40 51 27 28 4 0 100 45.149 2.792
40 51 28 29 4 0 100 44.232 2.785
40 51 29 30 4 0 100 42.756 2.798
40 51 30 31 4 0 100 45.824 2.792
40 51 31 32 4 0 100 48.914 2.775
40 51 32 33 4 0 100 44.984 2.777
40 51 33 34 4 0 100 47.394 2.783
40 51 34 35 4 0 100 43.616 2.798
40 51 35 36 4 0 100 48.841 2.767
40 51 36 37 4 0 100 45.632 2.788
40 51 37 38 4 0 100 48.917 2.788
40 51 38 39 4 0 100 50.082 2.774
40 51 39 40 4 0 100 51.153 2.784
40 51 40 41 4 0 100 45.031 2.787
40 51 41 42 4 0 100 82.577 2.831
40 51 42 43 4 0 100 63.199 2.813
40 51 43 44 4 0 100 78.789 2.795
40 51 44 100 4 0 100 93.422 2.810
51 64 0 1 4 0 100 100.000 2.833
51 64 1 2 4 0 100 50.752 2.910
51 64 2 3 4 0 100 40.697 2.929
51 64 3 4 4 0 100 42.901 2.918
51 64 4 5 4 0 100 41.885 2.918
51 64 5 6 4 0 100 40.731 2.912
51 64 6 7 4 0 100 42.692 2.906
51 64 7 8 4 0 100 41.740 2.908
51 64 8 9 4 0 100 43.341 2.904
51 64 9 10 4 0 100 42.690 2.903
51 64 10 11 4 0 100 43.326 2.904
51 64 11 12 4 0 100 43.252 2.894
51 64 12 13 4 0 100 43.524 2.900
51 64 13 14 4 0 100 42.373 2.898
51 64 14 15 4 0 100 43.253 2.891
51 64 15 16 4 0 100 43.820 2.892
51 64 16 17 4 0 100 43.529 2.894
51 64 17 18 4 0 100 44.023 2.897
51 64 18 19 4 0 100 44.317 2.894
51 64 19 20 4 0 100 43.844 2.888
51 64 20 21 4 0 100 44.381 2.887
51 64 21 22 4 0 100 44.191 2.890
51 64 22 23 4 0 100 43.336 2.892
51 64 23 24 4 0 100 44.025 2.885
51 64 24 25 4 0 100 43.580 2.900
51 64 25 26 4 0 100 46.078 2.894
51 64 26 27 4 0 100 44.919 2.889
51 64 27 28 4 0 100 44.248 2.887
51 64 28 29 4 0 100 44.923 2.883
51 64 29 30 4 0 100 46.612 2.883
51 64 30 31 4 0 100 47.316 2.899
51 64 31 32 4 0 100 45.403 2.882
51 64 32 33 4 0 100 43.919 2.890
51 64 33 34 4 0 100 43.796 2.884
51 64 34 35 4 0 100 44.385 2.857
51 64 35 36 4 0 100 45.101 2.875
51 64 36 37 4 0 100 45.383 2.906
51 64 37 38 4 0 100 44.233 2.877
51 64 38 39 4 0 100 55.666 2.914
51 64 39 40 4 0 100 48.935 2.878
51 64 40 41 4 0 100 52.156 2.879
51 64 41 42 4 0 100 62.529 2.839
51 64 42 43 4 0 100 83.715 2.856
51 64 43 44 4 0 100 82.239 2.890
51 64 44 100 4 0 100 100.000 2.688
64 80 0 1 4 0 100 100.000 2.603
64 80 1 2 4 0 100 45.159 3.058
64 80 2 3 4 0 100 42.565 3.023
64 80 3 4 4 0 100 44.278 3.029
64 80 4 5 4 0 100 42.183 3.024
64 80 5 6 4 0 100 43.020 3.017
64 80 6 7 4 0 100 42.931 3.019
64 80 7 8 4 0 100 44.073 3.009
64 80 8 9 4 0 100 43.027 3.007
64 80 9 10 4 0 100 43.098 3.008
64 80 10 11 4 0 100 43.762 2.998
64 80 11 12 4 0 100 43.658 3.000
64 80 12 13 4 0 100 42.921 2.999
64 80 13 14 4 0 100 43.282 3.002
64 80 14 15 4 0 100 43.631 2.998
64 80 15 16 4 0 100 43.811 2.996
64 80 16 17 4 0 100 43.959 2.996
64 80 17 18 4 0 100 44.090 2.995
64 80 18 19 4 0 100 44.375 2.995
64 80 19 20 4 0 100 44.503 2.998
64 80 20 21 4 0 100 43.609 2.992
64 80 21 22 4 0 100 45.160 2.999
64 80 22 23 4 0 100 44.403 2.991
64 80 23 24 4 0 100 44.533 2.990
64 80 24 25 4 0 100 45.720 2.993
64 80 25 26 4 0 100 45.539 2.990
64 80 26 27 4 0 100 44.857 2.995
64 80 27 28 4 0 100 44.691 3.005
64 80 28 29 4 0 100 45.253 2.985
64 80 29 30 4 0 100 46.008 2.989
64 80 30 31 4 0 100 44.121 2.989
64 80 31 32 4 0 100 45.469 2.969
64 80 32 33 4 0 100 46.637 2.989
64 80 33 34 4 0 100 45.393 2.978
64 80 34 35 4 0 100 45.597 3.005
64 80 35 36 4 0 100 48.194 2.982
64 80 36 37 4 0 100 47.759 2.953
64 80 37 38 4 0 100 50.558 2.964
64 80 38 39 4 0 100 46.481 2.966
64 80 39 40 4 0 100 57.937 2.941
64 80 40 41 4 0 100 52.340 2.959
64 80 41 42 4 0 100 53.889 2.986
64 80 42 43 4 0 100 55.804 2.940
64 80 43 44 4 0 100 77.424 2.946
64 80 44 100 4 0 100 94.350 2.930
80 101 0 1 4 0 100 100.000 3.201
80 101 1 2 4 0 100 45.001 3.105
80 101 2 3 4 0 100 41.484 3.142
80 101 3 4 4 0 100 41.862 3.137
80 101 4 5 4 0 100 43.519 3.131
80 101 5 6 4 0 100 43.471 3.130
80 101 6 7 4 0 100 43.395 3.136
80 101 7 8 4 0 100 43.959 3.123
80 101 8 9 4 0 100 43.493 3.119
80 101 9 10 4 0 100 43.993 3.118
80 101 10 11 4 0 100 44.438 3.115
80 101 11 12 4 0 100 44.042 3.117
80 101 12 13 4 0 100 43.897 3.114
80 101 13 14 4 0 100 43.890 3.114
80 101 14 15 4 0 100 43.616 3.111
80 101 15 16 4 0 100 43.992 3.114
80 101 16 17 4 0 100 44.377 3.112
80 101 17 18 4 0 100 45.215 3.109
80 101 18 19 4 0 100 44.509 3.107
80 101 19 20 4 0 100 44.015 3.107
80 101 20 21 4 0 100 44.006 3.107
80 101 21 22 4 0 100 44.320 3.100
80 101 22 23 4 0 100 44.832 3.107
80 101 23 24 4 0 100 43.850 3.100
80 101 24 25 4 0 100 44.100 3.104
80 101 25 26 4 0 100 44.314 3.101
80 101 26 27 4 0 100 45.510 3.107
80 101 27 28 4 0 100 44.029 3.094
80 101 28 29 4 0 100 44.976 3.099
80 101 29 30 4 0 100 43.120 3.106
80 101 30 31 4 0 100 45.225 3.099
80 101 31 32 4 0 100 44.458 3.093
80 101 32 33 4 0 100 45.508 3.086
80 101 33 34 4 0 100 44.670 3.088
80 101 34 35 4 0 100 42.742 3.083
80 101 35 36 4 0 100 48.475 3.075
80 101 36 37 4 0 100 45.353 3.093
80 101 37 38 4 0 100 42.754 3.075
80 101 38 39 4 0 100 44.258 3.085
80 101 39 40 4 0 100 49.812 3.111
80 101 40 41 4 0 100 56.789 3.082
80 101 41 42 4 0 100 58.768 3.071
80 101 42 43 4 0 100 57.829 3.061
80 101 43 44 4 0 100 64.734 2.998
80 101 44 100 4 0 100 80.808 2.950
101 127 0 1 4 0 100 100.000 3.011
101 127 1 2 4 0 100 41.025 3.300
101 127 2 3 4 0 100 43.501 3.265
101 127 3 4 4 0 100 43.724 3.259
101 127 4 5 4 0 100 43.258 3.260
101 127 5 6 4 0 100 43.268 3.254
101 127 6 7 4 0 100 44.180 3.247
101 127 7 8 4 0 100 43.927 3.251
101 127 8 9 4 0 100 43.095 3.246
101 127 9 10 4 0 100 43.004 3.241
101 127 10 11 4 0 100 43.693 3.237
