[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_F_quark}
73 81 8 9 4 0 100 11.084 7.758
73 81 9 10 4 0 100 10.248 7.995
73 81 10 11 4 0 100 12.006 8.337
73 81 11 12 4 0 100 11.158 8.406
73 81 12 13 4 0 100 11.753 8.452
73 81 13 14 4 0 100 12.273 8.890
73 81 14 15 4 0 100 13.081 9.120
73 81 15 16 4 0 100 12.682 9.309
73 81 16 17 4 0 100 13.939 9.471
73 81 17 18 4 0 100 12.978 9.619
73 81 18 19 4 0 100 13.977 9.718
73 81 19 20 4 0 100 14.374 10.057
73 81 20 21 4 0 100 14.565 10.198
73 81 21 22 4 0 100 16.025 10.692
73 81 22 23 4 0 100 16.171 10.819
73 81 23 24 4 0 100 17.206 10.937
73 81 24 25 4 0 100 18.836 11.127
73 81 25 26 4 0 100 17.884 11.179
73 81 26 27 4 0 100 23.429 11.469
73 81 27 28 4 0 100 20.245 11.857
73 81 28 29 4 0 100 23.810 11.883
73 81 29 30 4 0 100 29.194 11.929
73 81 30 31 4 0 100 39.741 12.332
73 81 31 32 4 0 100 31.836 12.474
73 81 32 33 4 0 100 30.636 11.869
73 81 33 34 4 0 100 44.737 12.612
73 81 34 35 4 0 100 50.000 12.910
73 81 35 36 4 0 100 50.000 13.696
73 81 36 37 4 0 100 50.000 12.173
73 81 37 38 4 0 100 50.000 12.573
73 81 38 39 4 0 100 50.000 11.983
73 81 39 40 4 0 100 50.000 13.357
73 81 40 41 4 0 100 50.000 14.135
73 81 41 42 4 0 100 1.571 100.000
73 81 42 43 4 0 100 50.000 14.169
73 81 43 44 4 0 100 50.000 13.981
73 81 44 100 4 0 100 1.466 100.000
81 88 0 1 4 0 100 50.000 5.465
81 88 1 2 4 0 100 50.000 5.203
81 88 2 3 4 0 100 17.864 6.910
81 88 3 4 4 0 100 12.547 6.490
81 88 4 5 4 0 100 12.552 7.164
81 88 5 6 4 0 100 11.929 7.325
81 88 6 7 4 0 100 11.162 7.527
81 88 7 8 4 0 100 10.661 7.783
81 88 8 9 4 0 100 10.444 7.954
81 88 9 10 4 0 100 11.062 8.142
81 88 10 11 4 0 100 12.775 8.484
81 88 11 12 4 0 100 11.944 8.409
81 88 12 13 4 0 100 11.349 8.639
81 88 13 14 4 0 100 12.103 8.946
81 88 14 15 4 0 100 12.964 9.273
81 88 15 16 4 0 100 15.405 9.310
81 88 16 17 4 0 100 13.577 9.541
81 88 17 18 4 0 100 13.788 9.841
81 88 18 19 4 0 100 15.218 10.077
81 88 19 20 4 0 100 14.380 10.132
81 88 20 21 4 0 100 15.255 10.589
81 88 21 22 4 0 100 13.938 10.815
81 88 22 23 4 0 100 17.105 10.896
81 88 23 24 4 0 100 18.424 11.029
81 88 24 25 4 0 100 15.517 11.190
81 88 25 26 4 0 100 16.583 11.396
81 88 26 27 4 0 100 25.624 11.493
81 88 27 28 4 0 100 22.893 11.606
81 88 28 29 4 0 100 41.075 12.336
81 88 29 30 4 0 100 33.897 11.902
81 88 30 31 4 0 100 34.920 13.138
81 88 31 32 4 0 100 50.000 11.735
81 88 32 33 4 0 100 50.000 13.162
81 88 33 34 4 0 100 50.000 12.905
81 88 34 35 4 0 100 50.000 11.509
81 88 35 36 4 0 100 50.000 12.911
81 88 36 37 4 0 100 50.000 11.550
81 88 37 38 4 0 100 1.355 100.000
81 88 38 39 4 0 100 50.000 11.983
81 88 40 41 4 0 100 50.000 11.576
81 88 41 42 4 0 100 1.505 100.000
81 88 42 43 4 0 100 1.574 100.000
81 88 43 100 4 0 100 50.000 12.249
88 97 1 2 4 0 100 36.274 5.891
88 97 2 3 4 0 100 13.533 6.717
88 97 3 4 4 0 100 13.063 6.642
88 97 4 5 4 0 100 9.138 7.027
88 97 5 6 4 0 100 9.965 7.369
88 97 6 7 4 0 100 10.492 7.607
88 97 7 8 4 0 100 10.939 7.801
88 97 8 9 4 0 100 10.871 8.035
88 97 9 10 4 0 100 11.102 8.271
88 97 10 11 4 0 100 11.521 8.468
88 97 11 12 4 0 100 12.416 8.748
88 97 12 13 4 0 100 12.392 8.979
88 97 13 14 4 0 100 12.751 9.131
88 97 14 15 4 0 100 12.587 9.296
88 97 15 16 4 0 100 13.165 9.590
88 97 16 17 4 0 100 14.323 9.935
88 97 17 18 4 0 100 13.594 9.946
88 97 18 19 4 0 100 14.124 10.293
88 97 19 20 4 0 100 14.996 10.175
88 97 20 21 4 0 100 15.347 10.553
88 97 21 22 4 0 100 15.027 10.752
88 97 22 23 4 0 100 16.937 10.852
88 97 23 24 4 0 100 15.373 11.279
88 97 24 25 4 0 100 16.881 11.533
88 97 25 26 4 0 100 17.448 11.659
88 97 26 27 4 0 100 23.950 11.490
88 97 27 28 4 0 100 22.645 11.733
88 97 28 29 4 0 100 22.710 12.089
88 97 29 30 4 0 100 29.533 11.712
88 97 30 31 4 0 100 29.202 12.108
88 97 31 32 4 0 100 34.019 11.901
88 97 32 33 4 0 100 50.000 12.804
88 97 33 34 4 0 100 50.000 12.562
88 97 34 35 4 0 100 48.876 12.458
88 97 35 36 4 0 100 50.000 11.754
88 97 36 37 4 0 100 50.000 13.636
88 97 37 38 4 0 100 50.000 14.054
88 97 39 40 4 0 100 50.000 14.859
88 97 40 41 4 0 100 50.000 12.377
88 97 41 42 4 0 100 1.439 100.000
88 97 42 100 4 0 100 50.000 13.705
97 106 0 1 4 0 100 50.000 5.465
97 106 1 2 4 0 100 38.271 5.884
97 106 2 3 4 0 100 21.293 7.138
97 106 3 4 4 0 100 13.111 6.904
97 106 4 5 4 0 100 10.599 7.401
97 106 5 6 4 0 100 12.023 7.301
97 106 6 7 4 0 100 11.726 7.922
97 106 7 8 4 0 100 11.146 8.025
97 106 8 9 4 0 100 11.635 8.367
97 106 9 10 4 0 100 11.983 8.413
97 106 10 11 4 0 100 11.936 8.761
97 106 11 12 4 0 100 11.988 8.811
97 106 12 13 4 0 100 12.819 9.196
97 106 13 14 4 0 100 12.887 9.309
97 106 14 15 4 0 100 13.911 9.406
97 106 15 16 4 0 100 13.069 9.881
97 106 16 17 4 0 100 14.702 9.937
97 106 17 18 4 0 100 15.346 10.155
97 106 18 19 4 0 100 15.503 10.405
97 106 19 20 4 0 100 16.422 10.421
97 106 20 21 4 0 100 17.694 10.643
97 106 21 22 4 0 100 17.894 10.811
97 106 22 23 4 0 100 16.539 10.968
97 106 23 24 4 0 100 18.039 11.252
97 106 24 25 4 0 100 21.037 11.482
97 106 25 26 4 0 100 23.244 11.864
97 106 26 27 4 0 100 27.882 11.908
97 106 27 28 4 0 100 31.343 11.491
97 106 28 29 4 0 100 22.471 12.060
97 106 29 30 4 0 100 32.867 12.537
97 106 30 31 4 0 100 35.187 12.563
97 106 31 32 4 0 100 47.963 12.726
97 106 32 33 4 0 100 24.460 11.808
97 106 33 34 4 0 100 50.000 13.990
97 106 34 35 4 0 100 50.000 12.142
97 106 35 36 4 0 100 1.365 100.000
97 106 36 37 4 0 100 1.335 100.000
97 106 38 39 4 0 100 1.364 100.000
97 106 39 40 4 0 100 1.400 100.000
97 106 40 41 4 0 100 1.357 100.000
97 106 42 100 4 0 100 1.470 100.000
106 116 1 2 4 0 100 50.000 6.676
106 116 2 3 4 0 100 19.694 7.477
106 116 3 4 4 0 100 12.257 6.875
106 116 4 5 4 0 100 13.024 7.584
106 116 5 6 4 0 100 15.316 7.540
106 116 6 7 4 0 100 10.892 7.805
106 116 7 8 4 0 100 11.807 7.816
106 116 8 9 4 0 100 11.382 8.262
106 116 9 10 4 0 100 12.770 8.593
106 116 10 11 4 0 100 12.621 8.560
106 116 11 12 4 0 100 11.762 8.940
106 116 12 13 4 0 100 13.885 9.061
106 116 13 14 4 0 100 13.415 9.388
106 116 14 15 4 0 100 14.194 9.636
106 116 15 16 4 0 100 14.471 9.802
106 116 16 17 4 0 100 13.688 10.006
106 116 17 18 4 0 100 15.833 10.125
106 116 18 19 4 0 100 14.750 10.418
106 116 19 20 4 0 100 15.990 10.583
106 116 20 21 4 0 100 16.853 10.733
106 116 21 22 4 0 100 21.500 11.001
106 116 22 23 4 0 100 23.492 11.242
106 116 23 24 4 0 100 23.244 11.375
106 116 24 25 4 0 100 23.082 11.003
106 116 25 26 4 0 100 28.843 11.319
106 116 26 27 4 0 100 23.589 12.187
106 116 27 28 4 0 100 24.962 12.038
106 116 28 29 4 0 100 48.948 12.579
106 116 29 30 4 0 100 35.683 11.489
106 116 30 31 4 0 100 31.509 11.902
106 116 31 32 4 0 100 50.000 12.570
106 116 32 33 4 0 100 50.000 14.015
106 116 33 34 4 0 100 45.120 12.543
106 116 34 35 4 0 100 50.000 13.322
106 116 35 36 4 0 100 50.000 11.447
106 116 36 37 4 0 100 50.000 12.146
106 116 37 38 4 0 100 50.000 13.613
106 116 38 39 4 0 100 1.308 100.000
106 116 39 40 4 0 100 1.509 100.000
106 116 42 43 4 0 100 1.531 100.000
106 116 43 44 4 0 100 1.643 100.000
106 116 44 100 4 0 100 1.687 100.000
116 127 1 2 4 0 100 50.000 6.933
116 127 2 3 4 0 100 13.419 7.015
116 127 3 4 4 0 100 17.471 7.574
116 127 4 5 4 0 100 16.044 7.300
116 127 5 6 4 0 100 12.063 7.712
116 127 6 7 4 0 100 14.315 8.239
116 127 7 8 4 0 100 13.639 8.065
116 127 8 9 4 0 100 11.152 8.318
116 127 9 10 4 0 100 11.938 8.734
116 127 10 11 4 0 100 12.092 8.877
116 127 11 12 4 0 100 13.768 9.091
116 127 12 13 4 0 100 13.439 9.324
116 127 13 14 4 0 100 13.552 9.543
116 127 14 15 4 0 100 16.493 9.863
116 127 15 16 4 0 100 13.958 9.717
116 127 16 17 4 0 100 14.582 10.132
116 127 17 18 4 0 100 15.207 10.179
116 127 18 19 4 0 100 18.023 10.852
116 127 19 20 4 0 100 14.593 10.704
116 127 20 21 4 0 100 18.103 10.821
116 127 21 22 4 0 100 19.893 11.210
116 127 22 23 4 0 100 20.143 11.500
116 127 23 24 4 0 100 20.415 11.118
116 127 24 25 4 0 100 26.730 11.115
116 127 25 26 4 0 100 22.595 12.180
116 127 26 27 4 0 100 21.058 12.052
116 127 27 28 4 0 100 27.349 12.100
116 127 28 29 4 0 100 26.898 11.615
116 127 29 30 4 0 100 32.285 12.743
116 127 30 31 4 0 100 42.508 12.796
116 127 31 32 4 0 100 48.977 11.867
116 127 32 33 4 0 100 50.000 12.829
116 127 33 34 4 0 100 1.239 100.000
116 127 34 35 4 0 100 50.000 12.786
116 127 35 36 4 0 100 50.000 13.628
116 127 36 37 4 0 100 50.000 13.842
116 127 37 38 4 0 100 50.000 12.784
116 127 38 39 4 0 100 1.396 100.000
116 127 40 41 4 0 100 1.455 100.000
116 127 41 42 4 0 100 50.000 14.485
116 127 42 100 4 0 100 50.000 15.634
127 4000 1 2 4 0 100 13.002 6.782
127 4000 2 3 4 0 100 12.265 7.302
127 4000 3 4 4 0 100 12.283 7.426
127 4000 4 5 4 0 100 10.527 7.883
127 4000 5 6 4 0 100 11.945 7.896
127 4000 6 7 4 0 100 12.232 8.353
127 4000 7 8 4 0 100 11.409 8.603
127 4000 8 9 4 0 100 11.117 8.932
127 4000 9 10 4 0 100 12.557 8.964
127 4000 10 11 4 0 100 13.120 9.299
127 4000 11 12 4 0 100 13.313 9.436
127 4000 12 13 4 0 100 13.750 9.645
127 4000 13 14 4 0 100 14.116 9.897
127 4000 14 15 4 0 100 14.696 10.042
127 4000 15 16 4 0 100 15.084 10.474
127 4000 16 17 4 0 100 15.722 10.554
127 4000 17 18 4 0 100 16.764 10.828
127 4000 18 19 4 0 100 15.521 10.956
127 4000 19 20 4 0 100 16.937 11.159
127 4000 20 21 4 0 100 17.444 11.429
127 4000 21 22 4 0 100 16.448 11.409
127 4000 22 23 4 0 100 16.399 11.649
127 4000 23 24 4 0 100 18.591 11.984
127 4000 24 25 4 0 100 21.063 12.068
127 4000 25 26 4 0 100 20.642 12.161
127 4000 26 27 4 0 100 24.059 12.595
127 4000 27 28 4 0 100 26.319 12.841
127 4000 28 29 4 0 100 25.242 12.817
127 4000 29 30 4 0 100 24.983 12.519
127 4000 30 31 4 0 100 26.725 12.329
127 4000 31 32 4 0 100 31.025 12.535
127 4000 32 33 4 0 100 35.962 12.838
127 4000 33 34 4 0 100 40.545 14.082
127 4000 34 35 4 0 100 49.841 12.804
127 4000 35 36 4 0 100 46.371 13.739
127 4000 37 38 4 0 100 50.000 11.745
127 4000 38 39 4 0 100 50.000 13.214
127 4000 39 40 4 0 100 50.000 13.467
127 4000 43 44 4 0 100 1.407 100.000
127 4000 44 100 4 0 100 1.437 100.000
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_nPFCand_QC_ptCut_F_gluon}
20 22 0 1 4 0 100 16.633 3.356
20 22 1 2 4 0 100 29.417 4.517
20 22 2 3 4 0 100 11.021 4.555
20 22 3 4 4 0 100 16.406 4.724
20 22 4 5 4 0 100 13.860 5.235
20 22 5 6 4 0 100 13.687 5.416
20 22 6 7 4 0 100 14.711 5.673
20 22 7 8 4 0 100 13.979 5.660
20 22 8 9 4 0 100 14.894 5.920
20 22 9 10 4 0 100 14.567 6.102
20 22 10 11 4 0 100 14.547 6.333
20 22 11 12 4 0 100 15.868 6.570
20 22 12 13 4 0 100 15.729 6.712
20 22 13 14 4 0 100 14.082 6.913
20 22 14 15 4 0 100 17.489 7.153
20 22 15 16 4 0 100 15.724 7.404
20 22 16 17 4 0 100 16.572 7.807
20 22 17 18 4 0 100 16.531 8.158
20 22 18 19 4 0 100 19.188 8.183
20 22 19 20 4 0 100 18.946 8.427
20 22 20 21 4 0 100 18.993 8.576
20 22 21 22 4 0 100 21.751 8.743
20 22 22 23 4 0 100 31.052 8.841
20 22 23 24 4 0 100 20.441 9.706
20 22 24 25 4 0 100 22.256 9.596
20 22 25 26 4 0 100 29.497 9.308
20 22 26 27 4 0 100 29.577 10.269
20 22 27 28 4 0 100 50.000 10.920
20 22 28 29 4 0 100 33.009 10.626
20 22 29 30 4 0 100 50.000 10.526
20 22 30 31 4 0 100 50.000 11.235
20 22 31 32 4 0 100 50.000 12.147
20 22 32 33 4 0 100 50.000 11.055
20 22 33 34 4 0 100 50.000 11.325
20 22 34 35 4 0 100 50.000 13.393
20 22 35 36 4 0 100 50.000 15.081
20 22 36 37 4 0 100 50.000 13.393
20 22 37 38 4 0 100 1.400 100.000
20 22 38 39 4 0 100 50.000 12.561
20 22 39 40 4 0 100 1.371 100.000
20 22 40 41 4 0 100 1.559 100.000
20 22 43 100 4 0 100 1.687 100.000
22 25 0 1 4 0 100 1.393 100.000
22 25 1 2 4 0 100 47.226 5.608
22 25 2 3 4 0 100 12.827 5.277
22 25 3 4 4 0 100 11.413 5.198
22 25 4 5 4 0 100 13.182 5.636
22 25 5 6 4 0 100 15.325 5.763
22 25 6 7 4 0 100 13.695 5.941
22 25 7 8 4 0 100 15.224 6.109
22 25 8 9 4 0 100 15.043 6.277
22 25 9 10 4 0 100 14.155 6.569
22 25 10 11 4 0 100 15.133 6.726
22 25 11 12 4 0 100 14.867 6.911
22 25 12 13 4 0 100 14.062 7.249
22 25 13 14 4 0 100 16.700 7.504
22 25 14 15 4 0 100 17.158 7.577
22 25 15 16 4 0 100 18.387 7.873
22 25 16 17 4 0 100 16.308 8.039
22 25 17 18 4 0 100 15.351 8.318
22 25 18 19 4 0 100 18.122 8.484
22 25 19 20 4 0 100 17.897 8.838
22 25 20 21 4 0 100 18.700 9.046
22 25 21 22 4 0 100 19.587 9.285
22 25 22 23 4 0 100 19.702 9.794
22 25 23 24 4 0 100 20.698 9.679
22 25 24 25 4 0 100 24.534 9.997
22 25 25 26 4 0 100 19.825 10.121
22 25 26 27 4 0 100 33.211 10.733
22 25 27 28 4 0 100 31.260 10.077
22 25 28 29 4 0 100 33.813 10.204
22 25 29 30 4 0 100 36.786 10.261
22 25 30 31 4 0 100 50.000 11.538
22 25 31 32 4 0 100 50.000 12.214
22 25 32 33 4 0 100 50.000 11.177
22 25 33 34 4 0 100 44.873 10.496
22 25 34 35 4 0 100 50.000 12.548
22 25 35 36 4 0 100 50.000 10.278
22 25 36 37 4 0 100 50.000 13.603
22 25 37 38 4 0 100 50.000 13.393
22 25 38 39 4 0 100 1.480 100.000
22 25 39 40 4 0 100 1.509 100.000
22 25 40 41 4 0 100 1.457 100.000
22 25 41 42 4 0 100 1.505 100.000
22 25 42 43 4 0 100 1.629 100.000
22 25 43 44 4 0 100 1.687 100.000
22 25 44 100 4 0 100 1.694 100.000
25 27 0 1 4 0 100 50.000 7.125
25 27 1 2 4 0 100 43.643 4.960
25 27 2 3 4 0 100 28.941 5.741
25 27 3 4 4 0 100 14.392 5.589
25 27 4 5 4 0 100 14.309 6.002
25 27 5 6 4 0 100 14.887 6.102
25 27 6 7 4 0 100 15.485 6.329
25 27 7 8 4 0 100 13.924 6.523
25 27 8 9 4 0 100 13.807 6.797
25 27 9 10 4 0 100 14.088 6.769
25 27 10 11 4 0 100 14.211 7.082
25 27 11 12 4 0 100 14.624 7.312
25 27 12 13 4 0 100 15.968 7.582
25 27 13 14 4 0 100 16.850 7.660
25 27 14 15 4 0 100 16.967 8.037
25 27 15 16 4 0 100 16.248 8.162
25 27 16 17 4 0 100 18.386 8.285
25 27 17 18 4 0 100 18.370 8.595
25 27 18 19 4 0 100 18.636 8.913
25 27 19 20 4 0 100 19.126 9.247
25 27 20 21 4 0 100 18.799 9.418
25 27 21 22 4 0 100 23.508 9.658
25 27 22 23 4 0 100 23.211 9.433
25 27 23 24 4 0 100 23.397 10.154
25 27 24 25 4 0 100 23.266 10.459
25 27 25 26 4 0 100 26.470 10.395
25 27 26 27 4 0 100 35.383 10.793
25 27 27 28 4 0 100 46.163 10.648
25 27 28 29 4 0 100 39.786 10.992
25 27 29 30 4 0 100 44.954 11.054
25 27 30 31 4 0 100 33.685 11.050
25 27 31 32 4 0 100 46.962 12.168
25 27 32 33 4 0 100 50.000 12.177
25 27 33 34 4 0 100 50.000 12.641
25 27 34 35 4 0 100 50.000 9.658
25 27 35 36 4 0 100 1.396 100.000
25 27 36 37 4 0 100 50.000 14.054
25 27 37 38 4 0 100 50.000 14.506
25 27 38 39 4 0 100 1.452 100.000
25 27 39 40 4 0 100 1.469 100.000
25 27 40 41 4 0 100 1.419 100.000
25 27 41 42 4 0 100 1.627 100.000
25 27 42 43 4 0 100 1.625 100.000
25 27 43 100 4 0 100 1.696 100.000
27 29 0 1 4 0 100 1.636 100.000
27 29 1 2 4 0 100 32.637 6.426
27 29 2 3 4 0 100 16.083 5.927
27 29 3 4 4 0 100 17.005 5.796
27 29 4 5 4 0 100 12.925 5.862
27 29 5 6 4 0 100 16.160 6.562
27 29 6 7 4 0 100 15.553 6.530
27 29 7 8 4 0 100 16.246 6.660
27 29 8 9 4 0 100 13.468 6.906
27 29 9 10 4 0 100 13.781 7.123
27 29 10 11 4 0 100 14.586 7.479
27 29 11 12 4 0 100 16.633 7.700
27 29 12 13 4 0 100 13.986 7.776
27 29 13 14 4 0 100 15.560 8.094
27 29 14 15 4 0 100 14.672 8.245
27 29 15 16 4 0 100 19.134 8.642
27 29 16 17 4 0 100 18.045 8.767
27 29 17 18 4 0 100 17.567 8.905
27 29 18 19 4 0 100 18.005 9.110
27 29 19 20 4 0 100 18.341 9.324
27 29 20 21 4 0 100 18.842 9.682
27 29 21 22 4 0 100 25.938 9.887
27 29 22 23 4 0 100 20.513 10.018
27 29 23 24 4 0 100 18.486 10.235
27 29 24 25 4 0 100 24.691 10.485
27 29 25 26 4 0 100 20.580 10.721
27 29 26 27 4 0 100 35.846 10.910
27 29 27 28 4 0 100 30.173 11.089
27 29 28 29 4 0 100 32.344 11.021
27 29 29 30 4 0 100 26.604 11.497
27 29 30 31 4 0 100 50.000 11.500
27 29 31 32 4 0 100 41.757 12.155
27 29 32 33 4 0 100 50.000 12.143
27 29 33 34 4 0 100 50.000 12.537
27 29 34 35 4 0 100 50.000 12.399
27 29 35 36 4 0 100 50.000 11.576
27 29 36 37 4 0 100 1.280 100.000
27 29 37 38 4 0 100 50.000 15.478
27 29 38 39 4 0 100 50.000 12.637
27 29 39 40 4 0 100 1.471 100.000
27 29 40 41 4 0 100 1.625 100.000
27 29 41 42 4 0 100 1.638 100.000
27 29 43 44 4 0 100 1.689 100.000
27 29 44 100 4 0 100 1.687 100.000
29 32 0 1 4 0 100 50.000 5.878
29 32 1 2 4 0 100 34.449 6.062
29 32 2 3 4 0 100 15.230 6.106
29 32 3 4 4 0 100 10.826 6.295
29 32 4 5 4 0 100 13.451 6.368
29 32 5 6 4 0 100 13.063 6.530
29 32 6 7 4 0 100 14.250 6.889
29 32 7 8 4 0 100 14.010 7.027
29 32 8 9 4 0 100 14.332 7.288
29 32 9 10 4 0 100 16.160 7.600
29 32 10 11 4 0 100 14.660 7.660
29 32 11 12 4 0 100 15.163 7.929
29 32 12 13 4 0 100 15.723 8.137
29 32 13 14 4 0 100 17.093 8.386
29 32 14 15 4 0 100 16.865 8.729
29 32 15 16 4 0 100 16.565 8.667
29 32 16 17 4 0 100 16.194 8.971
29 32 17 18 4 0 100 16.465 9.249
29 32 18 19 4 0 100 19.321 9.589
29 32 19 20 4 0 100 16.932 9.485
29 32 20 21 4 0 100 18.517 9.821
29 32 21 22 4 0 100 21.024 10.078
29 32 22 23 4 0 100 20.836 10.292
29 32 23 24 4 0 100 20.301 10.531
29 32 24 25 4 0 100 24.124 10.862
29 32 25 26 4 0 100 23.093 11.042
29 32 26 27 4 0 100 30.597 11.202
29 32 27 28 4 0 100 27.115 10.955
29 32 28 29 4 0 100 30.352 11.294
29 32 29 30 4 0 100 45.753 11.845
29 32 30 31 4 0 100 29.732 11.759
29 32 31 32 4 0 100 40.320 12.620
29 32 32 33 4 0 100 50.000 12.673
29 32 33 34 4 0 100 50.000 13.611
29 32 34 35 4 0 100 50.000 12.148
29 32 35 36 4 0 100 40.566 12.032
29 32 36 37 4 0 100 50.000 11.992
29 32 37 38 4 0 100 50.000 14.485
29 32 38 39 4 0 100 1.465 100.000
29 32 39 40 4 0 100 1.360 100.000
29 32 40 41 4 0 100 1.433 100.000
29 32 41 42 4 0 100 50.000 11.953
29 32 42 43 4 0 100 1.623 100.000
29 32 43 44 4 0 100 1.629 100.000
29 32 44 100 4 0 100 1.689 100.000
32 35 0 1 4 0 100 50.000 5.465
32 35 1 2 4 0 100 44.805 6.331
32 35 2 3 4 0 100 38.969 6.799
32 35 3 4 4 0 100 14.422 6.727
32 35 4 5 4 0 100 13.052 6.686
32 35 5 6 4 0 100 15.664 7.185
32 35 6 7 4 0 100 14.990 7.119
32 35 7 8 4 0 100 14.901 7.353
32 35 8 9 4 0 100 13.955 7.618
32 35 9 10 4 0 100 14.565 7.719
32 35 10 11 4 0 100 14.735 8.109
32 35 11 12 4 0 100 15.581 8.252
32 35 12 13 4 0 100 14.788 8.523
32 35 13 14 4 0 100 16.742 8.822
32 35 14 15 4 0 100 14.647 8.802
32 35 15 16 4 0 100 15.368 9.081
32 35 16 17 4 0 100 18.131 9.248
32 35 17 18 4 0 100 18.709 9.586
32 35 18 19 4 0 100 19.001 9.903
32 35 19 20 4 0 100 19.344 9.931
32 35 20 21 4 0 100 20.841 10.313
32 35 21 22 4 0 100 20.317 10.302
32 35 22 23 4 0 100 21.525 10.442
32 35 23 24 4 0 100 22.556 10.913
32 35 24 25 4 0 100 21.699 11.033
32 35 25 26 4 0 100 24.752 11.062
32 35 26 27 4 0 100 33.623 10.957
32 35 27 28 4 0 100 40.264 11.839
32 35 28 29 4 0 100 38.971 11.675
32 35 29 30 4 0 100 42.823 12.361
32 35 30 31 4 0 100 33.422 11.839
32 35 31 32 4 0 100 45.727 12.459
32 35 32 33 4 0 100 50.000 12.140
32 35 33 34 4 0 100 50.000 14.235
32 35 34 35 4 0 100 48.115 13.131
32 35 35 36 4 0 100 9.031 14.360
32 35 36 37 4 0 100 50.000 12.153
32 35 37 38 4 0 100 50.000 13.838
32 35 38 39 4 0 100 1.442 100.000
32 35 39 40 4 0 100 1.442 100.000
32 35 40 41 4 0 100 1.511 100.000
32 35 41 42 4 0 100 50.000 14.775
32 35 42 43 4 0 100 1.690 100.000
32 35 43 44 4 0 100 1.627 100.000
32 35 44 100 4 0 100 1.571 100.000
35 39 0 1 4 0 100 50.000 7.125
35 39 1 2 4 0 100 11.030 5.896
35 39 2 3 4 0 100 14.781 6.553
35 39 3 4 4 0 100 15.191 6.837
35 39 4 5 4 0 100 16.381 6.973
35 39 5 6 4 0 100 13.664 7.195
35 39 6 7 4 0 100 12.903 7.409
35 39 7 8 4 0 100 14.334 7.665
35 39 8 9 4 0 100 15.676 7.813
35 39 9 10 4 0 100 13.894 8.014
35 39 10 11 4 0 100 14.908 8.233
35 39 11 12 4 0 100 15.920 8.477
35 39 12 13 4 0 100 15.796 8.621
35 39 13 14 4 0 100 15.950 8.935
35 39 14 15 4 0 100 16.108 9.146
35 39 15 16 4 0 100 17.924 9.415
35 39 16 17 4 0 100 17.455 9.749
35 39 17 18 4 0 100 18.447 9.723
35 39 18 19 4 0 100 19.596 10.039
35 39 19 20 4 0 100 18.450 10.136
35 39 20 21 4 0 100 19.830 10.430
35 39 21 22 4 0 100 20.846 10.608
35 39 22 23 4 0 100 21.703 10.816
35 39 23 24 4 0 100 23.775 10.889
35 39 24 25 4 0 100 24.289 11.421
35 39 25 26 4 0 100 22.358 11.667
35 39 26 27 4 0 100 23.245 11.275
35 39 27 28 4 0 100 29.699 11.844
35 39 28 29 4 0 100 41.252 11.981
35 39 29 30 4 0 100 28.818 12.133
35 39 30 31 4 0 100 41.421 12.971
35 39 31 32 4 0 100 33.763 12.236
35 39 32 33 4 0 100 40.355 12.777
35 39 33 34 4 0 100 49.334 12.484
35 39 34 35 4 0 100 39.664 13.448
35 39 35 36 4 0 100 50.000 12.146
35 39 36 37 4 0 100 50.000 13.599
35 39 37 38 4 0 100 50.000 12.795
35 39 38 39 4 0 100 1.403 100.000
35 39 39 40 4 0 100 50.000 14.989
35 39 40 41 4 0 100 50.000 12.547
35 39 41 42 4 0 100 50.000 15.957
35 39 42 43 4 0 100 1.511 100.000
35 39 43 44 4 0 100 1.536 100.000
35 39 44 100 4 0 100 1.521 100.000
39 42 0 1 4 0 100 50.000 5.877
39 42 1 2 4 0 100 23.408 5.978
39 42 2 3 4 0 100 27.721 6.858
39 42 3 4 4 0 100 13.625 6.964
39 42 4 5 4 0 100 14.053 7.151
39 42 5 6 4 0 100 14.019 7.375
39 42 6 7 4 0 100 14.656 7.750
39 42 7 8 4 0 100 13.377 7.748
39 42 8 9 4 0 100 13.495 8.045
39 42 9 10 4 0 100 16.642 8.234
39 42 10 11 4 0 100 15.480 8.443
39 42 11 12 4 0 100 15.845 8.689
39 42 12 13 4 0 100 16.287 8.953
39 42 13 14 4 0 100 16.340 9.242
39 42 14 15 4 0 100 17.773 9.327
39 42 15 16 4 0 100 15.989 9.738
39 42 16 17 4 0 100 18.403 9.779
39 42 17 18 4 0 100 16.902 10.069
39 42 18 19 4 0 100 19.578 10.189
39 42 19 20 4 0 100 19.707 10.443
39 42 20 21 4 0 100 23.388 10.755
39 42 21 22 4 0 100 20.375 10.810
39 42 22 23 4 0 100 22.872 11.019
39 42 23 24 4 0 100 26.049 11.300
39 42 24 25 4 0 100 22.615 11.461
39 42 25 26 4 0 100 27.745 11.712
39 42 26 27 4 0 100 30.464 11.852
39 42 27 28 4 0 100 42.094 11.963
